Frame,Visibility,X,Y,Time
0,1,658,290,0.0
1,1,648,288,0.033333
2,1,640,280,0.066667
3,1,640,280,0.1
4,1,630,280,0.133333
5,1,622,283,0.166667
6,1,617,285,0.2
7,1,610,288,0.233333
8,1,602,290,0.266667
9,1,602,290,0.3
10,1,597,296,0.333333
11,1,590,301,0.366667
12,1,585,310,0.4
13,1,577,317,0.433333
14,1,572,328,0.466667
15,1,572,328,0.5
16,1,568,339,0.533333
17,1,562,351,0.566667
18,1,558,362,0.6
19,1,547,303,0.633333
20,1,545,251,0.666667
21,1,545,252,0.7
22,1,536,206,0.733333
23,1,531,173,0.766667
24,1,527,145,0.8
25,1,523,121,0.833333
26,1,520,100,0.866667
27,1,520,100,0.9
28,1,515,81,0.933333
29,1,513,68,0.966667
30,1,510,56,1.0
31,1,508,46,1.033333
32,1,505,38,1.066667
33,1,505,37,1.1
34,1,502,31,1.133333
35,1,502,26,1.166667
36,1,500,23,1.2
37,1,500,21,1.233333
38,1,500,21,1.266667
39,1,497,21,1.3
40,1,497,21,1.333333
41,1,497,21,1.366667
42,1,495,26,1.4
43,1,495,28,1.433333
44,1,495,33,1.466667
45,1,495,33,1.5
46,1,495,41,1.533333
47,1,495,46,1.566667
48,1,495,56,1.6
49,1,495,63,1.633333
50,1,495,72,1.666667
51,1,495,74,1.7
52,1,495,82,1.733333
53,1,495,96,1.766667
54,1,497,105,1.8
55,1,497,120,1.833333
56,1,497,131,1.866667
57,1,497,132,1.9
58,1,497,145,1.933333
59,1,497,158,1.966667
60,1,493,148,2.0
61,1,486,136,2.033333
62,1,482,128,2.066667
63,1,480,127,2.1
64,1,478,121,2.133333
65,1,472,118,2.166667
66,1,470,116,2.2
67,1,468,116,2.233333
68,1,465,116,2.266667
69,1,465,116,2.3
70,1,463,118,2.333333
71,1,460,121,2.366667
72,1,460,126,2.4
73,1,457,131,2.433333
74,1,455,137,2.466667
75,1,455,137,2.5
76,1,452,145,2.533333
77,1,452,156,2.566667
78,1,450,165,2.6
79,1,448,178,2.633333
80,1,446,191,2.666667
81,1,446,191,2.7
82,1,446,204,2.733333
83,1,442,217,2.766667
84,1,441,236,2.8
85,1,437,251,2.833333
86,1,437,268,2.866667
87,1,437,270,2.9
88,1,435,288,2.933333
89,1,432,306,2.966667
90,1,432,327,3.0
91,1,430,348,3.033333
92,1,430,365,3.066667
93,1,430,365,3.1
94,1,430,386,3.133333
95,1,441,346,3.166667
96,1,445,322,3.2
97,1,448,301,3.233333
98,1,450,285,3.266667
99,1,450,285,3.3
100,1,455,275,3.333333
101,1,457,265,3.366667
102,1,460,258,3.4
103,1,463,253,3.433333
104,1,465,251,3.466667
105,1,465,251,3.5
106,1,468,251,3.533333
107,1,470,251,3.566667
108,1,472,251,3.6
109,1,475,253,3.633333
110,1,478,256,3.666667
111,1,478,258,3.7
112,1,480,262,3.733333
113,1,482,268,3.766667
114,1,486,275,3.8
115,1,487,281,3.833333
116,1,487,281,3.866667
117,1,486,280,3.9
118,1,482,256,3.933333
119,1,478,246,3.966667
120,1,475,238,4.0
121,1,475,230,4.033333
122,1,472,226,4.066667
123,1,470,226,4.1
124,1,470,220,4.133333
125,1,468,220,4.166667
126,1,465,219,4.2
127,1,465,220,4.233333
128,1,463,220,4.266667
129,1,463,220,4.3
130,1,460,226,4.333333
131,1,460,230,4.366667
132,1,457,236,4.4
133,1,457,243,4.433333
134,1,455,252,4.466667
135,1,455,253,4.5
136,1,455,262,4.533333
137,1,452,272,4.566667
138,1,450,285,4.6
139,1,462,285,4.633333
140,1,472,278,4.666667
141,1,472,278,4.7
142,1,480,275,4.733333
143,1,482,275,4.766667
144,1,487,275,4.8
145,1,491,275,4.833333
146,1,495,278,4.866667
147,1,495,278,4.9
148,1,497,281,4.933333
149,1,500,282,4.966667
150,1,508,275,5.0
151,1,515,262,5.033333
152,1,523,253,5.066667
153,1,525,253,5.1
