Frame,Visibility,X,Y,Time
0,1,472,193,0.0
1,1,475,187,0.033333
2,1,475,187,0.066667
3,1,475,185,0.1
4,1,475,185,0.133333
5,1,475,185,0.166667
6,1,477,185,0.2
7,1,477,185,0.233333
8,1,477,187,0.266667
9,1,480,190,0.3
10,1,480,195,0.333333
11,1,480,201,0.366667
12,1,482,206,0.4
13,1,485,212,0.433333
14,1,485,212,0.466667
15,1,486,220,0.5
16,1,487,230,0.533333
17,1,487,240,0.566667
18,1,480,246,0.6
19,1,472,251,0.633333
20,1,472,251,0.666667
21,1,468,258,0.7
22,1,465,265,0.733333
23,1,463,270,0.766667
24,1,460,278,0.8
25,1,457,285,0.833333
26,1,457,285,0.866667
27,1,455,293,0.9
28,1,452,301,0.933333
29,1,450,315,0.966667
30,1,450,325,1.0
31,1,448,336,1.033333
32,1,448,336,1.066667
33,1,457,322,1.1
34,1,475,307,1.133333
35,1,482,298,1.166667
36,1,490,291,1.2
37,1,495,285,1.233333
38,1,497,283,1.266667
39,1,505,281,1.3
40,1,510,281,1.333333
41,1,515,281,1.366667
42,1,520,281,1.4
43,1,525,283,1.433333
44,1,525,285,1.466667
45,1,531,288,1.5
46,1,535,293,1.533333
47,1,538,298,1.566667
48,1,540,303,1.6
49,1,545,310,1.633333
50,1,545,312,1.666667
51,1,550,320,1.7
52,1,550,327,1.733333
53,1,553,333,1.766667
54,1,547,322,1.8
55,1,542,315,1.833333
56,1,542,312,1.866667
57,1,531,301,1.9
58,1,523,296,1.933333
59,1,518,291,1.966667
60,1,513,285,2.0
61,1,508,281,2.033333
62,1,508,281,2.066667
63,1,502,281,2.1
64,1,497,281,2.133333
65,1,493,281,2.166667
66,1,487,282,2.2
67,1,482,285,2.233333
68,1,482,285,2.266667
69,1,478,291,2.3
70,1,472,298,2.333333
71,1,470,306,2.366667
72,1,465,316,2.4
73,1,463,322,2.433333
74,1,462,322,2.466667
75,1,457,336,2.5
76,1,455,346,2.533333
77,1,450,361,2.566667
78,1,448,373,2.6
79,1,446,388,2.633333
80,1,446,387,2.666667
81,1,442,403,2.7
82,1,437,421,2.733333
83,1,435,436,2.766667
