Frame,Visibility,X,Y,Time
0,1,645,357,0.0
1,1,635,341,0.033333
2,1,627,328,0.066667
3,1,620,317,0.1
4,1,612,307,0.133333
5,1,610,307,0.166667
6,1,605,299,0.2
7,1,595,294,0.233333
8,1,592,292,0.266667
9,1,588,291,0.3
10,1,579,292,0.333333
11,1,574,296,0.366667
12,1,573,293,0.4
13,1,567,294,0.433333
14,1,561,297,0.466667
15,1,563,299,0.5
16,1,562,304,0.533333
17,1,560,304,0.566667
18,1,555,311,0.6
19,1,572,307,0.633333
20,1,592,300,0.666667
21,1,612,293,0.7
22,1,626,291,0.733333
23,1,628,291,0.766667
24,1,640,291,0.8
25,1,656,293,0.833333
26,1,671,296,0.866667
27,1,683,301,0.9
28,1,698,306,0.933333
29,1,698,306,0.966667
30,1,711,312,1.0
31,1,723,320,1.033333
32,1,735,328,1.066667
33,1,746,339,1.1
34,1,755,351,1.133333
35,1,757,351,1.166667
36,1,768,361,1.2
37,1,778,376,1.233333
38,1,786,390,1.266667
39,1,795,403,1.3
40,1,805,418,1.333333
41,1,803,416,1.366667
42,1,761,355,1.4
43,1,730,307,1.433333
44,1,703,268,1.466667
45,1,683,238,1.5
46,1,666,212,1.533333
47,1,663,212,1.566667
48,1,648,191,1.6
49,1,632,176,1.633333
50,1,621,161,1.666667
51,1,610,149,1.7
52,1,600,141,1.733333
53,1,600,141,1.766667
54,1,591,132,1.8
55,1,581,126,1.833333
56,1,572,121,1.866667
57,1,565,121,1.9
58,1,558,118,1.933333
59,1,558,118,1.966667
60,1,550,118,2.0
61,1,545,121,2.033333
62,1,540,121,2.066667
63,1,535,126,2.1
64,1,531,128,2.133333
65,1,527,129,2.166667
66,1,525,136,2.2
67,1,520,141,2.233333
68,1,500,181,2.266667
69,1,486,211,2.3
70,1,475,236,2.333333
71,1,475,236,2.366667
72,1,465,261,2.4
73,1,457,281,2.433333
74,1,450,301,2.466667
75,1,448,317,2.5
76,1,442,339,2.533333
77,1,441,339,2.566667
78,1,435,357,2.6
79,1,430,377,2.633333
80,1,425,400,2.666667
81,1,422,415,2.7
82,1,420,381,2.733333
83,1,422,377,2.766667
84,1,432,352,2.8
85,1,437,330,2.833333
86,1,442,316,2.866667
87,1,447,301,2.9
88,1,450,291,2.933333
89,1,450,291,2.966667
90,1,455,283,3.0
91,1,457,275,3.033333
92,1,460,270,3.066667
93,1,463,270,3.1
94,1,465,268,3.133333
95,1,468,268,3.166667
96,1,470,268,3.2
97,1,472,270,3.233333
98,1,475,272,3.266667
99,1,478,275,3.3
100,1,480,281,3.333333
101,1,480,281,3.366667
102,1,482,285,3.4
103,1,486,293,3.433333
104,1,487,301,3.466667
105,1,491,307,3.5
106,1,493,315,3.533333
107,1,499,313,3.566667
108,1,518,296,3.6
109,1,536,285,3.633333
110,1,550,272,3.666667
111,1,563,265,3.7
112,1,576,258,3.733333
113,1,576,258,3.766667
114,1,585,253,3.8
115,1,595,251,3.833333
116,1,605,251,3.866667
117,1,615,251,3.9
118,1,625,253,3.933333
119,1,626,253,3.966667
120,1,632,256,4.0
121,1,640,261,4.033333
122,1,650,265,4.066667
123,1,656,272,4.1
124,1,665,282,4.133333
125,1,666,282,4.166667
126,1,670,291,4.2
127,1,685,301,4.233333
128,1,698,288,4.266667
129,1,708,285,4.3
130,1,713,283,4.333333
131,1,715,283,4.366667
132,1,721,283,4.4
133,1,725,285,4.433333
134,1,728,285,4.466667
135,1,730,291,4.5
136,1,735,293,4.533333
137,1,735,293,4.566667
138,1,738,298,4.6
139,1,741,303,4.633333
140,1,743,307,4.666667
141,1,743,307,4.7
142,1,741,301,4.733333
143,1,738,298,4.766667
144,1,733,288,4.8
145,1,730,285,4.833333
146,1,726,283,4.866667
147,1,725,283,4.9
148,1,723,283,4.933333
149,1,721,283,4.966667
150,1,721,285,5.0
151,1,715,285,5.033333
152,1,715,291,5.066667
153,1,713,296,5.1
154,1,711,301,5.133333
155,1,711,301,5.166667
156,1,708,307,5.2
157,1,705,317,5.233333
158,1,703,328,5.266667
159,1,701,338,5.3
160,1,698,351,5.333333
161,1,698,351,5.366667
162,1,695,362,5.4
163,1,695,376,5.433333
164,1,670,322,5.466667
165,1,650,275,5.5
166,1,636,242,5.533333
167,1,636,242,5.566667
168,1,625,216,5.6
169,1,613,193,5.633333
170,1,605,176,5.666667
171,1,595,161,5.7
172,1,591,150,5.733333
173,1,587,149,5.766667
174,1,583,141,5.8
175,1,577,132,5.833333
176,1,570,128,5.866667
177,1,568,123,5.9
178,1,563,121,5.933333
179,1,562,121,5.966667
180,1,558,120,6.0
181,1,555,120,6.033333
182,1,550,121,6.066667
183,1,547,123,6.1
184,1,545,126,6.133333
185,1,545,126,6.166667
186,1,542,131,6.2
187,1,540,136,6.233333
188,1,535,142,6.266667
189,1,527,150,6.3
190,1,527,156,6.333333
191,1,525,156,6.366667
192,1,518,161,6.4
193,1,510,171,6.433333
194,1,505,181,6.466667
195,1,500,191,6.5
196,1,495,201,6.533333
197,1,495,201,6.566667
198,1,491,212,6.6
199,1,486,226,6.633333
200,1,482,238,6.666667
201,1,478,253,6.7
202,1,475,265,6.733333
203,1,475,266,6.766667
204,1,470,281,6.8
205,1,468,298,6.833333
206,1,463,316,6.866667
207,1,460,333,6.9
208,1,457,351,6.933333
209,1,457,351,6.966667
210,1,455,371,7.0
211,1,450,388,7.033333
212,1,448,408,7.066667
213,1,446,422,7.1
214,1,485,322,7.133333
215,1,482,322,7.166667
216,1,510,249,7.2
217,1,530,195,7.233333
218,1,545,152,7.266667
219,1,558,116,7.3
220,1,570,86,7.333333
221,1,572,86,7.366667
222,1,583,58,7.4
223,1,592,37,7.433333
224,1,603,16,7.466667
225,1,610,5,7.5
226,0,0,0,7.533333
227,0,0,0,7.566667
228,0,0,0,7.6
229,0,0,0,7.633333
230,0,0,0,7.666667
231,0,0,0,7.7
232,0,0,0,7.733333
233,0,0,0,7.766667
234,0,0,0,7.8
235,0,0,0,7.833333
236,0,0,0,7.866667
237,0,0,0,7.9
238,0,0,0,7.933333
239,0,0,0,7.966667
240,0,0,0,8.0
241,0,0,0,8.033333
242,0,0,0,8.066667
243,0,0,0,8.1
244,0,0,0,8.133333
245,0,0,0,8.166667
246,0,0,0,8.2
247,0,0,0,8.233333
248,1,725,5,8.266667
249,1,730,16,8.3
250,1,733,26,8.333333
251,1,733,27,8.366667
252,1,735,41,8.4
253,1,741,52,8.433333
254,1,745,66,8.466667
255,1,748,81,8.5
256,1,750,96,8.533333
257,1,750,96,8.566667
258,1,753,111,8.6
259,1,755,126,8.633333
260,1,773,128,8.666667
261,1,788,129,8.7
262,1,800,131,8.733333
263,1,800,131,8.766667
264,1,811,131,8.8
265,1,818,136,8.833333
266,1,825,137,8.866667
267,1,835,142,8.9
268,1,840,149,8.933333
269,1,840,150,8.966667
270,1,846,156,9.0
271,1,853,162,9.033333
272,1,858,173,9.066667
273,1,863,182,9.1
274,1,868,195,9.133333
275,1,868,195,9.166667
276,1,871,206,9.2
277,1,875,220,9.233333
278,1,880,235,9.266667
279,1,883,247,9.3
280,1,888,264,9.333333
281,1,888,264,9.366667
282,1,891,280,9.4
283,1,893,301,9.433333
284,1,895,317,9.466667
285,1,897,336,9.5
286,1,900,358,9.533333
287,1,900,357,9.566667
288,1,903,380,9.6
289,1,905,400,9.633333
290,1,895,317,9.666667
