Frame,Visibility,X,Y,Time
0,1,1052,320,0.0
1,1,1063,286,0.04
2,1,1070,255,0.08
3,1,1073,230,0.12
4,1,1080,207,0.16
5,1,1088,188,0.2
6,1,1093,174,0.24
7,1,1095,162,0.28
8,1,1103,150,0.32
9,1,1107,144,0.36
10,1,1110,139,0.4
11,1,1115,136,0.44
12,1,1120,136,0.48
13,1,1125,136,0.52
14,1,1125,136,0.56
15,1,1133,144,0.6
16,1,1133,148,0.64
17,1,1141,155,0.68
18,1,1141,163,0.72
19,1,1149,174,0.76
20,1,1149,185,0.8
21,1,1075,285,0.84
22,1,1013,361,0.88
23,1,965,423,0.92
24,1,928,470,0.96
25,1,890,519,1.0
26,1,862,561,1.04
27,1,832,603,1.08
28,1,810,640,1.12
29,1,784,675,1.16
30,1,765,712,1.2
31,1,743,746,1.24
32,1,724,781,1.28
33,1,705,818,1.32
34,1,690,855,1.36
35,1,672,886,1.4
36,1,660,890,1.44
37,1,656,888,1.48
38,1,653,886,1.52
39,1,649,888,1.56
40,1,646,894,1.6
41,1,638,901,1.64
42,1,633,908,1.68
43,1,630,916,1.72
44,1,627,927,1.76
45,1,627,938,1.8
46,1,626,940,1.84
47,1,626,942,1.88
48,1,626,942,1.92
49,1,626,945,1.96
50,1,626,947,2.0
51,1,626,949,2.04
52,1,627,942,2.08
