Frame,Visibility,X,Y,Time
0,1,601,203,0.0
1,1,606,194,0.033333
2,1,608,188,0.066667
3,1,609,184,0.1
4,1,609,181,0.133333
5,1,609,179,0.166667
6,1,609,178,0.2
7,1,610,178,0.233333
8,1,610,177,0.266667
9,1,611,177,0.3
10,1,610,177,0.333333
11,1,609,177,0.366667
12,1,609,179,0.4
13,1,609,180,0.433333
14,1,608,182,0.466667
15,1,609,178,0.5
16,1,609,178,0.533333
17,1,609,178,0.566667
18,1,609,178,0.6
19,1,609,178,0.633333
20,1,609,178,0.666667
21,1,609,178,0.7
22,1,609,178,0.733333
23,1,609,178,0.766667
24,1,609,178,0.8
25,1,609,178,0.833333
26,1,609,178,0.866667
27,1,609,178,0.9
28,1,609,178,0.933333
29,1,609,178,0.966667
30,1,609,178,1.0
31,1,600,189,1.033333
32,1,579,193,1.066667
33,1,556,206,1.1
34,1,534,230,1.133333
35,1,507,231,1.166667
36,1,505,222,1.2
37,1,502,211,1.233333
38,1,500,207,1.266667
39,1,496,200,1.3
40,1,493,193,1.333333
41,1,491,185,1.366667
42,1,491,182,1.4
43,1,487,178,1.433333
44,1,486,173,1.466667
45,1,482,171,1.5
46,1,482,168,1.533333
47,1,480,168,1.566667
48,1,480,168,1.6
49,1,480,168,1.633333
50,1,478,171,1.666667
51,1,478,173,1.7
52,1,477,176,1.733333
53,1,475,181,1.766667
54,1,475,181,1.8
55,1,475,185,1.833333
56,1,475,193,1.866667
57,1,475,201,1.9
58,1,475,208,1.933333
59,1,475,216,1.966667
60,1,475,217,2.0
61,1,475,226,2.033333
62,1,475,236,2.066667
63,1,472,236,2.1
64,1,468,236,2.133333
65,1,467,236,2.166667
66,1,465,236,2.2
67,1,465,236,2.233333
68,1,463,238,2.266667
69,1,460,240,2.3
70,1,460,246,2.333333
71,1,457,251,2.366667
72,1,457,251,2.4
73,1,455,256,2.433333
74,1,455,262,2.466667
75,1,452,270,2.5
76,1,452,281,2.533333
77,1,450,290,2.566667
78,1,450,291,2.6
79,1,450,301,2.633333
80,1,450,311,2.666667
81,1,513,307,2.7
82,1,542,306,2.733333
83,1,571,305,2.766667
84,1,591,305,2.8
85,1,615,306,2.833333
86,1,635,307,2.866667
87,1,651,310,2.9
88,1,666,313,2.933333
89,1,676,318,2.966667
90,1,683,324,3.0
91,1,691,320,3.033333
92,1,695,311,3.066667
93,1,695,296,3.1
94,1,695,287,3.133333
95,1,695,281,3.166667
96,1,695,281,3.2
97,1,695,275,3.233333
98,1,695,272,3.266667
99,1,695,270,3.3
100,1,695,270,3.333333
101,1,695,272,3.366667
102,1,695,272,3.4
103,1,695,275,3.433333
104,1,695,281,3.466667
105,1,695,285,3.5
106,1,695,291,3.533333
107,1,695,298,3.566667
108,1,695,301,3.6
109,1,695,307,3.633333
110,1,695,316,3.666667
111,1,716,307,3.7
112,1,730,306,3.733333
113,1,741,306,3.766667
114,1,743,306,3.8
115,1,750,306,3.833333
116,1,755,307,3.866667
117,1,760,311,3.9
118,1,766,313,3.933333
119,1,768,317,3.966667
120,1,770,319,4.0
121,1,773,320,4.033333
122,1,775,320,4.066667
123,1,780,306,4.1
124,1,778,294,4.133333
125,1,780,287,4.166667
126,1,780,285,4.2
127,1,780,281,4.233333
128,1,783,275,4.266667
129,1,786,272,4.3
130,1,786,270,4.333333
131,1,786,270,4.366667
132,1,786,270,4.4
133,1,786,270,4.433333
134,1,788,272,4.466667
135,1,788,275,4.5
136,1,788,281,4.533333
137,1,791,285,4.566667
138,1,791,288,4.6
139,1,791,293,4.633333
140,1,791,301,4.666667
141,1,791,311,4.7
142,1,791,320,4.733333
143,1,791,333,4.766667
144,1,791,333,4.8
145,1,791,346,4.833333
146,1,790,352,4.866667
147,1,766,312,4.9
148,1,750,285,4.933333
149,1,741,265,4.966667
150,1,741,265,5.0
151,1,733,248,5.033333
152,1,725,236,5.066667
153,1,718,226,5.1
154,1,713,217,5.133333
155,1,708,212,5.166667
156,1,706,212,5.2
157,1,703,211,5.233333
158,1,698,208,5.266667
159,1,691,230,5.3
160,1,680,256,5.333333
161,1,675,275,5.366667
162,1,675,275,5.4
163,1,670,296,5.433333
164,1,666,313,5.466667
165,1,658,330,5.5
166,1,656,348,5.533333
167,1,650,365,5.566667
168,1,650,365,5.6
169,1,646,381,5.633333
170,1,626,365,5.666667
171,1,610,338,5.7
172,1,598,320,5.733333
