Frame,Visibility,X,Y,Time
0,1,612,374,0.0
1,1,605,347,0.04
2,1,600,325,0.08
3,1,595,307,0.12
4,1,592,293,0.16
5,1,592,271,0.2
6,1,593,255,0.24
7,1,593,277,0.28
8,1,587,270,0.32
9,1,566,258,0.36
10,1,563,258,0.4
11,1,539,269,0.44
12,1,535,263,0.48
13,1,542,257,0.52
14,1,550,255,0.56
15,1,556,258,0.6
16,1,567,258,0.64
17,1,576,261,0.68
18,1,582,261,0.72
19,1,587,259,0.76
20,1,592,261,0.8
21,1,598,262,0.84
22,1,600,270,0.88
23,1,605,277,0.92
24,1,612,285,0.96
25,1,615,294,1.0
26,1,621,303,1.04
27,1,626,316,1.08
28,1,630,325,1.12
29,1,632,338,1.16
30,1,637,351,1.2
31,1,640,365,1.24
32,1,646,380,1.28
33,1,648,396,1.32
34,1,650,410,1.36
35,1,644,409,1.4
36,1,633,366,1.44
37,1,616,310,1.48
38,1,603,270,1.52
39,1,598,236,1.56
40,1,591,208,1.6
41,1,581,182,1.64
42,1,576,162,1.68
43,1,570,145,1.72
44,1,563,131,1.76
45,1,558,118,1.8
46,1,553,105,1.84
47,1,547,97,1.88
48,1,545,91,1.92
49,1,540,86,1.96
50,1,536,81,2.0
51,1,532,78,2.04
52,1,531,76,2.08
53,1,525,76,2.12
54,1,523,76,2.16
55,1,520,78,2.2
56,1,518,81,2.24
57,1,515,84,2.28
58,1,513,88,2.32
59,1,510,96,2.36
60,1,510,100,2.4
61,1,508,108,2.44
62,1,505,116,2.48
63,1,505,126,2.52
64,1,502,132,2.56
65,1,502,142,2.6
66,1,500,153,2.64
67,1,500,162,2.68
68,1,500,181,2.72
69,1,505,195,2.76
70,1,505,208,2.8
71,1,508,220,2.84
72,1,510,232,2.88
73,1,510,246,2.92
74,1,513,261,2.96
75,1,515,272,3.0
76,1,515,285,3.04
77,1,515,301,3.08
78,1,515,316,3.12
79,1,517,330,3.16
80,1,518,346,3.2
81,1,518,362,3.24
82,1,518,380,3.28
83,1,517,376,3.32
84,1,510,327,3.36
85,1,507,296,3.4
86,1,502,272,3.44
87,1,500,253,3.48
88,1,497,240,3.52
89,1,495,226,3.56
90,1,497,219,3.6
91,1,493,211,3.64
92,1,491,206,3.68
93,1,491,201,3.72
94,1,491,198,3.76
95,1,487,195,3.8
96,1,487,195,3.84
97,1,487,195,3.88
98,1,486,201,3.92
99,1,487,201,3.96
100,1,486,206,4.0
101,1,486,211,4.04
102,1,486,216,4.08
103,1,482,220,4.12
104,1,482,227,4.16
105,1,482,236,4.2
106,1,480,246,4.24
107,1,480,256,4.28
108,1,480,265,4.32
109,1,480,278,4.36
110,1,478,291,4.4
111,1,478,303,4.44
112,1,478,317,4.48
113,1,475,333,4.52
114,1,475,351,4.56
115,1,475,365,4.6
116,1,475,383,4.64
117,1,472,400,4.68
118,1,472,410,4.72
119,1,472,344,4.76
120,1,470,301,4.8
121,1,470,265,4.84
122,1,470,236,4.88
123,1,470,212,4.92
124,1,470,193,4.96
125,1,470,178,5.0
126,1,472,165,5.04
127,1,472,153,5.08
128,1,472,142,5.12
129,1,472,136,5.16
130,1,472,131,5.2
131,1,472,126,5.24
132,1,472,123,5.28
133,1,472,123,5.32
134,1,475,121,5.36
135,1,475,123,5.4
136,1,475,123,5.44
137,1,475,126,5.48
138,1,475,128,5.52
139,1,475,132,5.56
140,1,478,137,5.6
141,1,478,145,5.64
142,1,478,150,5.68
143,1,480,158,5.72
144,1,478,175,5.76
145,1,482,188,5.8
146,1,480,203,5.84
147,1,480,216,5.88
148,1,482,230,5.92
149,1,482,243,5.96
150,1,480,256,6.0
151,1,480,270,6.04
152,1,480,285,6.08
153,1,480,298,6.12
154,1,480,316,6.16
155,1,480,330,6.2
156,1,480,348,6.24
157,1,480,365,6.28
158,1,480,381,6.32
159,1,494,347,6.36
160,1,518,313,6.4
161,1,551,282,6.44
162,1,578,252,6.48
163,1,595,230,6.52
164,1,610,216,6.56
165,1,622,203,6.6
166,1,632,193,6.64
167,1,643,185,6.68
168,1,650,180,6.72
169,1,658,176,6.76
170,1,666,172,6.8
171,1,670,171,6.84
172,1,676,171,6.88
173,1,681,171,6.92
174,1,688,176,6.96
175,1,688,176,7.0
176,1,688,181,7.04
177,1,691,188,7.08
178,1,691,195,7.12
179,1,691,201,7.16
180,1,691,210,7.2
181,1,693,220,7.24
182,1,693,230,7.28
183,1,693,240,7.32
184,1,693,251,7.36
185,1,693,262,7.4
186,1,693,275,7.44
187,1,693,291,7.48
188,1,693,306,7.52
189,1,691,320,7.56
190,1,691,338,7.6
191,1,691,356,7.64
192,1,691,371,7.68
193,1,691,388,7.72
194,1,693,404,7.76
195,1,695,406,7.8
196,1,705,381,7.84
197,1,711,362,7.88
198,1,715,346,7.92
199,1,723,330,7.96
200,1,730,320,8.0
201,1,735,311,8.04
202,1,741,303,8.08
203,1,743,296,8.12
204,1,748,291,8.16
205,1,750,288,8.2
206,1,755,285,8.24
207,1,758,285,8.28
208,1,760,285,8.32
209,1,763,288,8.36
210,1,766,290,8.4
211,1,770,293,8.44
212,1,773,299,8.48
213,1,775,306,8.52
214,1,778,311,8.56
215,1,780,320,8.6
216,1,783,328,8.64
217,1,786,338,8.68
218,1,796,304,8.72
219,1,806,261,8.76
220,1,815,227,8.8
221,1,820,201,8.84
222,1,828,176,8.88
223,1,835,153,8.92
224,1,840,132,8.96
225,1,846,116,9.0
226,1,851,100,9.04
227,1,855,91,9.08
228,1,858,78,9.12
229,1,863,70,9.16
230,1,865,62,9.2
231,1,870,56,9.24
232,1,873,51,9.28
