Frame,Visibility,X,Y,Time
0,1,663,280,0.0
1,1,655,275,0.04
2,1,650,270,0.08
3,1,640,270,0.12
4,1,632,271,0.16
5,1,625,275,0.2
6,1,620,276,0.24
7,1,612,280,0.28
8,1,605,285,0.32
9,1,597,293,0.36
10,1,592,301,0.4
11,1,585,307,0.44
12,1,580,317,0.48
13,1,576,327,0.52
14,1,567,341,0.56
15,1,563,351,0.6
16,1,558,364,0.64
17,1,553,377,0.68
18,1,545,393,0.72
19,1,540,400,0.76
20,1,536,376,0.8
21,1,525,361,0.84
22,1,520,346,0.88
23,1,520,333,0.92
24,1,515,320,0.96
25,1,510,311,1.0
26,1,508,306,1.04
27,1,508,301,1.08
28,1,508,296,1.12
29,1,508,293,1.16
30,1,505,293,1.2
31,1,505,293,1.24
32,1,505,293,1.28
33,1,505,296,1.32
34,1,505,301,1.36
35,1,505,306,1.4
36,1,505,311,1.44
37,1,505,317,1.48
38,1,505,326,1.52
39,1,505,333,1.56
40,1,507,340,1.6
41,1,510,351,1.64
42,1,510,362,1.68
43,1,510,375,1.72
44,1,510,387,1.76
45,1,511,400,1.8
46,1,512,413,1.84
47,1,512,416,1.88
48,1,515,416,1.92
49,1,515,418,1.96
50,1,510,386,2.0
