Frame,Visibility,X,Y,Time
0,1,803,225,0.0
1,0,0,0,0.033333
2,0,0,0,0.066667
3,0,0,0,0.1
4,1,773,198,0.133333
5,1,757,210,0.166667
6,1,738,224,0.2
7,1,723,231,0.233333
8,1,715,244,0.266667
9,1,702,257,0.3
10,1,691,291,0.333333
11,1,686,313,0.366667
12,1,684,324,0.4
13,1,684,333,0.433333
14,1,685,344,0.466667
15,1,685,356,0.5
16,1,688,368,0.533333
17,1,666,351,0.566667
18,1,656,333,0.6
19,1,640,322,0.633333
20,1,634,315,0.666667
21,1,622,308,0.7
22,1,614,300,0.733333
23,1,615,290,0.766667
24,1,618,280,0.8
25,1,622,307,0.833333
26,1,608,297,0.866667
27,1,603,289,0.9
28,1,596,288,0.933333
29,1,592,291,0.966667
30,1,587,291,1.0
31,1,584,293,1.033333
32,1,582,296,1.066667
33,1,581,301,1.1
34,1,576,307,1.133333
35,1,572,317,1.166667
36,1,568,325,1.2
37,1,565,333,1.233333
38,1,565,333,1.266667
39,1,560,336,1.3
40,1,550,320,1.333333
41,1,540,303,1.366667
42,1,531,296,1.4
43,1,525,291,1.433333
44,1,523,288,1.466667
45,1,515,283,1.5
46,1,510,281,1.533333
47,1,502,278,1.566667
48,1,497,278,1.6
49,1,493,280,1.633333
50,1,493,281,1.666667
51,1,486,282,1.7
52,1,480,285,1.733333
53,1,475,291,1.766667
54,1,470,298,1.8
55,1,468,306,1.833333
56,1,465,306,1.866667
57,1,462,316,1.9
58,1,457,325,1.933333
59,1,452,338,1.966667
60,1,448,352,2.0
61,1,450,335,2.033333
62,1,450,333,2.066667
63,1,460,312,2.1
64,1,457,303,2.133333
65,1,460,296,2.166667
66,1,460,288,2.2
67,1,463,285,2.233333
68,1,463,283,2.266667
69,1,465,281,2.3
70,1,465,281,2.333333
71,1,468,281,2.366667
72,1,468,283,2.4
73,1,470,285,2.433333
74,1,470,285,2.466667
75,1,470,291,2.5
76,1,472,296,2.533333
77,1,475,301,2.566667
78,1,475,307,2.6
79,1,475,316,2.633333
80,1,477,316,2.666667
81,1,478,325,2.7
82,1,480,333,2.733333
83,1,480,343,2.766667
84,1,492,336,2.8
85,1,500,322,2.833333
86,1,500,322,2.866667
87,1,508,307,2.9
88,1,517,298,2.933333
89,1,523,291,2.966667
90,1,527,285,3.0
91,1,531,286,3.033333
92,1,541,284,3.066667
93,1,556,286,3.1
94,1,573,283,3.133333
95,1,556,282,3.166667
96,1,555,286,3.2
97,1,561,287,3.233333
98,1,567,293,3.266667
99,1,568,298,3.3
100,1,572,306,3.333333
101,1,576,312,3.366667
102,1,581,320,3.4
103,1,585,330,3.433333
104,1,587,333,3.466667
105,1,591,343,3.5
106,1,595,356,3.533333
107,1,598,368,3.566667
108,1,600,383,3.6
109,1,608,389,3.633333
110,1,612,344,3.666667
111,1,625,288,3.7
112,1,630,248,3.733333
113,1,637,211,3.766667
114,1,643,182,3.8
115,1,650,161,3.833333
116,1,650,160,3.866667
117,1,656,137,3.9
118,1,658,121,3.933333
119,1,663,105,3.966667
120,1,666,96,4.0
121,1,670,86,4.033333
122,1,670,84,4.066667
123,1,675,76,4.1
124,1,678,71,4.133333
125,1,680,66,4.166667
126,1,685,60,4.2
127,1,688,60,4.233333
128,1,688,60,4.266667
129,1,691,58,4.3
130,1,695,60,4.333333
131,1,698,60,4.366667
132,1,701,63,4.4
133,1,703,66,4.433333
134,1,705,68,4.466667
135,1,706,72,4.5
136,1,711,78,4.533333
137,1,713,86,4.566667
138,1,715,92,4.6
139,1,718,103,4.633333
140,1,720,103,4.666667
141,1,721,111,4.7
142,1,725,123,4.733333
143,1,725,132,4.766667
144,1,730,145,4.8
145,1,730,156,4.833333
146,1,731,157,4.866667
147,1,736,185,4.9
148,1,770,219,4.933333
149,1,747,235,4.966667
150,1,750,253,5.0
151,1,753,272,5.033333
152,1,755,272,5.066667
153,1,758,291,5.1
154,1,760,307,5.133333
155,1,763,328,5.166667
156,1,766,346,5.2
157,1,768,365,5.233333
158,1,768,364,5.266667
159,1,770,383,5.3
160,1,771,403,5.333333
161,1,773,422,5.366667
162,1,755,403,5.4
163,1,743,373,5.433333
164,1,743,371,5.466667
165,1,733,346,5.5
166,1,721,330,5.533333
167,1,711,315,5.566667
168,1,701,303,5.6
169,1,693,291,5.633333
170,1,688,286,5.666667
