Frame,Visibility,X,Y,Time
0,1,664,303,0.0
1,1,658,296,0.033333
2,1,650,291,0.066667
3,1,645,285,0.1
4,1,640,280,0.133333
5,1,632,283,0.166667
6,1,626,285,0.2
7,1,622,285,0.233333
8,1,617,290,0.266667
9,1,612,291,0.3
10,1,607,301,0.333333
11,1,600,306,0.366667
12,1,597,312,0.4
13,1,596,312,0.433333
14,1,590,323,0.466667
15,1,585,333,0.5
16,1,581,343,0.533333
17,1,576,356,0.566667
18,1,572,365,0.6
19,1,572,365,0.633333
20,1,560,307,0.666667
21,1,555,270,0.7
22,1,545,246,0.733333
23,1,540,212,0.766667
24,1,536,195,0.8
25,1,535,195,0.833333
26,1,531,176,0.866667
27,1,525,165,0.9
28,1,523,153,0.933333
29,1,520,142,0.966667
30,1,518,136,1.0
31,1,518,136,1.033333
32,1,515,131,1.066667
33,1,513,126,1.1
34,1,510,124,1.133333
35,1,510,123,1.166667
36,1,510,123,1.2
37,1,508,123,1.233333
38,1,508,126,1.266667
39,1,508,126,1.3
40,1,505,131,1.333333
41,1,505,136,1.366667
42,1,505,141,1.4
43,1,505,141,1.433333
44,1,505,145,1.466667
45,1,505,156,1.5
46,1,505,162,1.533333
47,1,502,181,1.566667
48,1,500,195,1.6
49,1,500,195,1.633333
50,1,495,211,1.666667
51,1,493,226,1.7
52,1,491,240,1.733333
53,1,491,253,1.766667
54,1,487,265,1.8
55,1,487,266,1.833333
56,1,486,281,1.866667
57,1,485,296,1.9
58,1,482,307,1.933333
59,1,480,325,1.966667
60,1,480,341,2.0
61,1,480,341,2.033333
62,1,478,356,2.066667
63,1,478,373,2.1
64,1,477,384,2.133333
65,1,520,285,2.166667
66,1,542,246,2.2
67,1,556,216,2.233333
68,1,565,195,2.266667
69,1,581,165,2.3
70,1,592,140,2.333333
71,1,605,118,2.366667
72,1,615,103,2.4
73,1,615,100,2.433333
74,1,626,88,2.466667
75,1,632,76,2.5
76,1,640,68,2.533333
77,1,648,60,2.566667
78,1,656,56,2.6
79,1,656,56,2.633333
80,1,663,51,2.666667
81,1,668,48,2.7
82,1,675,48,2.733333
83,1,680,48,2.766667
84,1,685,51,2.8
85,1,685,51,2.833333
86,1,691,52,2.866667
87,1,695,56,2.9
88,1,701,60,2.933333
89,1,705,68,2.966667
90,1,710,76,3.0
91,1,711,76,3.033333
92,1,713,82,3.066667
93,1,718,92,3.1
94,1,721,103,3.133333
95,1,725,113,3.166667
96,1,728,124,3.2
97,1,728,123,3.233333
98,1,758,182,3.266667
99,1,775,216,3.3
100,1,791,248,3.333333
101,1,803,275,3.366667
102,1,813,299,3.4
103,1,813,301,3.433333
104,1,823,325,3.466667
105,1,833,348,3.5
106,1,840,371,3.533333
107,1,848,391,3.566667
108,1,855,415,3.6
109,1,855,416,3.633333
110,1,860,438,3.666667
111,1,868,461,3.7
112,1,873,483,3.733333
113,1,878,506,3.766667
114,1,883,528,3.8
115,1,883,526,3.833333
116,1,876,503,3.866667
117,1,868,467,3.9
118,1,859,419,3.933333
119,1,853,381,3.966667
120,1,847,355,4.0
121,1,848,352,4.033333
122,1,840,331,4.066667
123,1,837,316,4.1
124,1,835,304,4.133333
125,1,831,291,4.166667
126,1,828,285,4.2
127,1,828,283,4.233333
128,1,825,275,4.266667
129,1,823,272,4.3
130,1,820,268,4.333333
131,1,820,265,4.366667
132,1,818,265,4.4
133,1,816,265,4.433333
134,1,815,268,4.466667
135,1,815,270,4.5
136,1,813,272,4.533333
137,1,811,275,4.566667
138,1,811,281,4.6
139,1,811,283,4.633333
140,1,811,288,4.666667
141,1,787,290,4.7
142,1,758,290,4.733333
143,1,728,285,4.766667
144,1,703,283,4.8
145,1,702,283,4.833333
146,1,675,283,4.866667
147,1,653,283,4.9
148,1,632,285,4.933333
149,1,610,291,4.966667
150,1,595,294,5.0
151,1,592,294,5.033333
152,1,575,301,5.066667
153,1,555,307,5.1
154,1,540,316,5.133333
155,1,525,322,5.166667
156,1,510,333,5.2
157,1,510,333,5.233333
158,1,495,346,5.266667
159,1,480,355,5.3
160,1,467,368,5.333333
161,1,455,380,5.366667
162,1,445,394,5.4
163,1,445,393,5.433333
164,1,433,410,5.466667
165,1,420,425,5.5
166,1,415,441,5.533333
167,1,401,460,5.566667
168,1,395,474,5.6
169,1,395,474,5.633333
170,1,390,470,5.666667
171,1,387,467,5.7
172,1,415,441,5.733333
