Frame,Visibility,X,Y,Time
0,0,0,0,0.0
1,0,0,0,0.033333
2,0,0,0,0.066667
3,0,0,0,0.1
4,0,0,0,0.133333
5,0,0,0,0.166667
6,0,0,0,0.2
7,0,0,0,0.233333
8,0,0,0,0.266667
9,0,0,0,0.3
10,0,0,0,0.333333
11,0,0,0,0.366667
12,0,0,0,0.4
13,0,0,0,0.433333
14,0,0,0,0.466667
15,0,0,0,0.5
16,0,0,0,0.533333
17,0,0,0,0.566667
18,0,0,0,0.6
19,0,0,0,0.633333
20,0,0,0,0.666667
21,0,0,0,0.7
22,0,0,0,0.733333
23,0,0,0,0.766667
24,0,0,0,0.8
25,0,0,0,0.833333
26,0,0,0,0.866667
27,0,0,0,0.9
28,0,0,0,0.933333
29,0,0,0,0.966667
30,1,715,3,1.0
31,1,718,16,1.033333
32,1,718,16,1.066667
33,1,721,32,1.1
34,1,721,50,1.133333
35,1,725,66,1.166667
36,1,725,82,1.2
37,1,728,100,1.233333
38,1,728,100,1.266667
39,1,730,116,1.3
40,1,730,132,1.333333
41,1,701,123,1.366667
42,1,673,108,1.4
43,1,653,100,1.433333
44,1,651,100,1.466667
45,1,635,92,1.5
46,1,620,88,1.533333
47,1,605,86,1.566667
48,1,595,86,1.6
49,1,585,86,1.633333
50,1,585,86,1.666667
51,1,576,88,1.7
52,1,565,91,1.733333
53,1,558,96,1.766667
54,1,550,100,1.8
55,1,542,105,1.833333
56,1,542,106,1.866667
57,1,536,116,1.9
58,1,530,123,1.933333
59,1,523,132,1.966667
60,1,515,145,2.0
61,1,513,156,2.033333
62,1,513,156,2.066667
63,1,505,171,2.1
64,1,500,185,2.133333
65,1,495,201,2.166667
66,1,491,216,2.2
67,1,486,232,2.233333
68,1,486,232,2.266667
69,1,480,251,2.3
70,1,477,270,2.333333
71,1,472,291,2.366667
72,1,470,311,2.4
73,1,465,333,2.433333
74,1,465,331,2.466667
75,1,463,356,2.5
76,1,457,377,2.533333
77,1,455,400,2.566667
78,1,452,425,2.6
79,1,433,434,2.633333
80,1,430,368,2.666667
81,1,420,317,2.7
82,1,405,262,2.733333
83,1,397,227,2.766667
84,1,390,201,2.8
85,1,385,182,2.833333
86,1,385,181,2.866667
87,1,380,165,2.9
88,1,377,153,2.933333
89,1,375,142,2.966667
90,1,373,136,3.0
91,1,370,131,3.033333
92,1,370,131,3.066667
93,1,370,128,3.1
94,1,367,126,3.133333
95,1,367,125,3.166667
96,1,365,125,3.2
97,1,365,125,3.233333
98,1,365,128,3.266667
99,1,365,131,3.3
100,1,365,136,3.333333
101,1,366,141,3.366667
102,1,365,145,3.4
103,1,367,150,3.433333
104,1,367,152,3.466667
105,1,367,161,3.5
106,1,367,168,3.533333
107,1,370,177,3.566667
108,1,370,187,3.6
109,1,365,150,3.633333
