Frame,Visibility,X,Y,Time
0,1,624,370,0.0
1,1,632,355,0.033333
2,1,640,339,0.066667
3,1,648,328,0.1
4,1,648,325,0.133333
5,1,655,315,0.166667
6,1,660,305,0.2
7,1,665,301,0.233333
8,1,670,296,0.266667
9,1,673,290,0.3
10,1,675,291,0.333333
11,1,678,288,0.366667
12,1,683,286,0.4
13,1,685,288,0.433333
14,1,690,291,0.466667
15,1,695,293,0.5
16,1,695,293,0.533333
17,1,698,298,0.566667
18,1,701,301,0.6
19,1,715,285,0.633333
20,1,720,258,0.666667
21,1,728,237,0.7
22,1,728,236,0.733333
23,1,738,216,0.766667
24,1,746,198,0.8
25,1,753,185,0.833333
26,1,760,173,0.866667
27,1,766,162,0.9
28,1,766,162,0.933333
29,1,773,156,0.966667
30,1,780,148,1.0
31,1,786,145,1.033333
32,1,791,141,1.066667
33,1,795,141,1.1
34,1,795,141,1.133333
35,1,800,141,1.166667
36,1,806,141,1.2
37,1,808,145,1.233333
38,1,811,149,1.266667
39,1,815,156,1.3
40,1,815,156,1.333333
41,1,820,162,1.366667
42,1,823,173,1.4
43,1,825,182,1.433333
44,1,828,195,1.466667
45,1,831,206,1.5
46,1,831,206,1.533333
47,1,835,223,1.566667
48,1,836,237,1.6
49,1,838,256,1.633333
50,1,840,275,1.666667
51,1,841,293,1.7
52,1,841,291,1.733333
53,1,843,313,1.766667
54,1,846,333,1.8
55,1,846,356,1.833333
56,1,851,376,1.866667
57,1,848,400,1.9
58,1,848,400,1.933333
59,1,846,397,1.966667
60,1,836,352,2.0
61,1,828,330,2.033333
62,1,823,316,2.066667
63,1,820,301,2.1
64,1,820,301,2.133333
65,1,815,291,2.166667
66,1,815,285,2.2
67,1,813,281,2.233333
68,1,811,278,2.266667
69,1,811,275,2.3
70,1,811,275,2.333333
71,1,811,275,2.366667
72,1,811,278,2.4
73,1,811,281,2.433333
74,1,811,283,2.466667
75,1,811,288,2.5
76,1,810,288,2.533333
77,1,808,293,2.566667
78,1,803,296,2.6
79,1,791,290,2.633333
80,1,783,283,2.666667
81,1,775,281,2.7
82,1,773,281,2.733333
83,1,766,281,2.766667
84,1,760,285,2.8
85,1,753,287,2.833333
86,1,744,291,2.866667
