Frame,Visibility,X,Y,Time
0,1,651,291,0.0
1,1,646,286,0.033333
2,1,640,285,0.066667
3,1,635,283,0.1
4,1,635,285,0.133333
5,1,627,285,0.166667
6,1,622,291,0.2
7,1,617,293,0.233333
8,1,612,301,0.266667
9,1,610,306,0.3
10,1,607,306,0.333333
11,1,605,311,0.366667
12,1,597,320,0.4
13,1,596,331,0.433333
14,1,590,341,0.466667
15,1,585,352,0.5
16,1,585,352,0.533333
17,1,581,365,0.566667
18,1,577,381,0.6
19,1,568,330,0.633333
20,1,568,285,0.666667
21,1,562,252,0.7
22,1,562,251,0.733333
23,1,558,223,0.766667
24,1,555,198,0.8
25,1,553,181,0.833333
26,1,550,165,0.866667
27,1,547,150,0.9
28,1,547,150,0.933333
29,1,545,141,0.966667
30,1,545,131,1.0
31,1,542,126,1.033333
32,1,540,120,1.066667
33,1,540,116,1.1
34,1,540,116,1.133333
35,1,540,113,1.166667
36,1,540,113,1.2
37,1,538,113,1.233333
38,1,538,113,1.266667
39,1,538,116,1.3
40,1,538,116,1.333333
41,1,538,121,1.366667
42,1,538,126,1.4
43,1,538,131,1.433333
44,1,538,137,1.466667
45,1,540,145,1.5
46,1,540,145,1.533333
47,1,540,155,1.566667
48,1,549,168,1.6
49,1,562,188,1.633333
50,1,580,219,1.666667
51,1,597,246,1.7
52,1,603,272,1.733333
53,1,610,291,1.766667
54,1,618,310,1.8
55,1,626,328,1.833333
56,1,630,346,1.866667
57,1,636,362,1.9
58,1,636,362,1.933333
59,1,643,381,1.966667
60,1,645,390,2.0
61,1,622,352,2.033333
62,1,615,330,2.066667
63,1,606,317,2.1
64,1,600,308,2.133333
65,1,595,301,2.166667
66,1,590,291,2.2
67,1,585,285,2.233333
68,1,580,278,2.266667
69,1,576,275,2.3
70,1,572,272,2.333333
71,1,570,270,2.366667
72,1,568,270,2.4
73,1,565,270,2.433333
74,1,560,272,2.466667
75,1,560,275,2.5
76,1,560,275,2.533333
77,1,557,281,2.566667
78,1,555,285,2.6
79,1,555,291,2.633333
80,1,553,296,2.666667
81,1,565,291,2.7
82,1,565,291,2.733333
83,1,572,281,2.766667
84,1,580,275,2.8
85,1,585,272,2.833333
86,1,592,270,2.866667
87,1,600,271,2.9
88,1,605,275,2.933333
89,1,610,277,2.966667
90,1,615,281,3.0
91,1,622,285,3.033333
92,1,628,291,3.066667
93,1,632,294,3.1
94,1,632,296,3.133333
95,1,640,303,3.166667
96,1,646,316,3.2
97,1,650,325,3.233333
98,1,656,336,3.266667
99,1,660,348,3.3
100,1,660,346,3.333333
101,1,646,344,3.366667
102,1,628,330,3.4
103,1,615,317,3.433333
104,1,603,307,3.466667
105,1,592,303,3.5
106,1,590,304,3.533333
107,1,581,303,3.566667
108,1,570,301,3.6
109,1,563,301,3.633333
110,1,555,301,3.666667
111,1,547,303,3.7
112,1,545,303,3.733333
113,1,540,307,3.766667
114,1,536,311,3.8
115,1,527,316,3.833333
116,1,523,322,3.866667
117,1,518,330,3.9
118,1,518,330,3.933333
119,1,515,338,3.966667
120,1,510,346,4.0
121,1,505,328,4.033333
122,1,505,306,4.066667
123,1,505,290,4.1
124,1,505,288,4.133333
125,1,505,275,4.166667
126,1,505,262,4.2
127,1,505,255,4.233333
128,1,505,248,4.266667
129,1,505,243,4.3
130,1,505,240,4.333333
131,1,505,238,4.366667
132,1,502,237,4.4
133,1,502,236,4.433333
134,1,502,238,4.466667
135,1,502,240,4.5
136,1,502,240,4.533333
137,1,500,246,4.566667
138,1,500,251,4.6
139,1,500,257,4.633333
140,1,500,266,4.666667
141,1,500,275,4.7
142,1,500,275,4.733333
143,1,500,286,4.766667
144,1,497,301,4.8
145,1,497,315,4.833333
146,1,496,330,4.866667
147,1,495,344,4.9
148,1,495,343,4.933333
149,1,495,361,4.966667
150,1,495,380,5.0
151,1,497,312,5.033333
