Frame,Visibility,X,Y,Time
0,1,902,305,0.0
1,1,910,291,0.033333
2,1,912,282,0.066667
3,1,914,276,0.1
4,1,913,271,0.133333
5,1,914,269,0.166667
6,1,914,268,0.2
7,1,915,267,0.233333
8,1,915,266,0.266667
9,1,916,265,0.3
10,1,915,265,0.333333
11,1,914,266,0.366667
12,1,914,268,0.4
13,1,913,270,0.433333
14,1,913,273,0.466667
15,1,914,268,0.5
16,1,914,268,0.533333
17,1,914,268,0.566667
18,1,914,268,0.6
19,1,914,268,0.633333
20,1,914,268,0.666667
21,1,914,268,0.7
22,1,914,268,0.733333
23,1,949,317,0.766667
24,1,961,342,0.8
25,1,966,387,0.833333
26,1,963,439,0.866667
27,1,971,457,0.9
28,1,996,472,0.933333
29,1,995,476,0.966667
30,1,992,472,1.0
31,1,995,461,1.033333
32,1,997,457,1.066667
33,1,992,449,1.1
34,1,995,439,1.133333
35,1,988,435,1.166667
36,1,988,435,1.2
37,1,980,435,1.233333
38,1,975,439,1.266667
39,1,975,444,1.3
40,1,970,450,1.333333
41,1,969,459,1.366667
42,1,969,459,1.4
43,1,965,465,1.433333
44,1,960,480,1.466667
45,1,958,493,1.5
46,1,954,508,1.533333
47,1,949,522,1.566667
48,1,949,525,1.6
49,1,945,540,1.633333
50,1,943,564,1.666667
51,1,939,583,1.7
52,1,911,553,1.733333
53,1,901,519,1.766667
54,1,901,519,1.8
55,1,885,493,1.833333
56,1,875,481,1.866667
57,1,859,465,1.9
58,1,851,455,1.933333
59,1,840,447,1.966667
60,1,840,447,2.0
61,1,833,442,2.033333
62,1,825,435,2.066667
63,1,818,435,2.1
64,1,810,437,2.133333
65,1,804,439,2.166667
66,1,804,442,2.2
67,1,798,444,2.233333
68,1,793,450,2.266667
69,1,788,459,2.3
70,1,787,465,2.333333
71,1,780,478,2.366667
72,1,780,481,2.4
73,1,778,493,2.433333
74,1,773,504,2.466667
75,1,772,493,2.5
76,1,758,460,2.533333
77,1,758,439,2.566667
78,1,758,439,2.6
79,1,757,423,2.633333
80,1,758,410,2.666667
81,1,755,398,2.7
82,1,753,387,2.733333
83,1,750,379,2.766667
84,1,750,375,2.8
85,1,748,373,2.833333
86,1,743,369,2.866667
87,1,740,365,2.9
88,1,738,365,2.933333
89,1,735,365,2.966667
90,1,735,369,3.0
91,1,733,369,3.033333
92,1,733,375,3.066667
93,1,729,384,3.1
94,1,729,395,3.133333
95,1,724,406,3.166667
96,1,724,406,3.2
97,1,720,421,3.233333
98,1,720,435,3.266667
99,1,717,450,3.3
100,1,716,474,3.333333
101,1,713,493,3.366667
102,1,713,493,3.4
103,1,713,515,3.433333
104,1,710,537,3.466667
105,1,710,561,3.5
106,1,705,579,3.533333
107,1,703,555,3.566667
108,1,703,555,3.6
109,1,698,519,3.633333
110,1,698,499,3.666667
111,1,698,485,3.7
112,1,690,472,3.733333
113,1,688,460,3.766667
114,1,688,459,3.8
115,1,683,447,3.833333
116,1,683,439,3.866667
117,1,683,433,3.9
118,1,683,428,3.933333
119,1,683,428,3.966667
120,1,683,428,4.0
121,1,683,428,4.033333
122,1,683,433,4.066667
123,1,683,435,4.1
124,1,683,444,4.133333
125,1,688,447,4.166667
126,1,688,450,4.2
127,1,688,459,4.233333
128,1,688,470,4.266667
129,1,688,481,4.3
130,1,683,496,4.333333
131,1,683,515,4.366667
132,1,683,515,4.4
133,1,683,525,4.433333
134,1,680,511,4.466667
135,1,675,493,4.5
136,1,675,474,4.533333
137,1,675,463,4.566667
138,1,675,459,4.6
139,1,675,450,4.633333
140,1,675,446,4.666667
141,1,675,442,4.7
142,1,672,439,4.733333
143,1,672,439,4.766667
144,1,672,442,4.8
145,1,672,444,4.833333
146,1,669,447,4.866667
147,1,669,452,4.9
148,1,669,463,4.933333
149,1,664,470,4.966667
150,1,664,474,5.0
151,1,664,481,5.033333
152,1,667,495,5.066667
153,1,664,504,5.1
154,1,664,519,5.133333
155,1,664,532,5.166667
156,1,664,534,5.2
157,1,664,548,5.233333
158,1,667,568,5.266667
159,1,667,590,5.3
160,1,664,609,5.333333
161,1,664,616,5.366667
162,1,663,614,5.4
163,1,664,559,5.433333
164,1,669,530,5.466667
165,1,663,506,5.5
166,1,660,474,5.533333
167,1,664,450,5.566667
168,1,664,450,5.6
169,1,669,433,5.633333
170,1,675,413,5.666667
171,1,675,398,5.7
172,1,680,389,5.733333
173,1,683,379,5.766667
174,1,683,378,5.8
175,1,686,371,5.833333
176,1,688,365,5.866667
177,1,690,363,5.9
178,1,694,361,5.933333
179,1,698,361,5.966667
180,1,698,362,6.0
181,1,701,364,6.033333
182,1,705,369,6.066667
183,1,705,375,6.1
184,1,709,384,6.133333
185,1,713,390,6.166667
186,1,713,393,6.2
187,1,720,405,6.233333
188,1,720,420,6.266667
189,1,727,435,6.3
190,1,735,444,6.333333
191,1,753,449,6.366667
192,1,713,395,6.4
