Frame,Visibility,X,Y,Time
0,1,601,203,0.0
1,1,606,194,0.033333
2,1,608,188,0.066667
3,1,609,184,0.1
4,1,609,181,0.133333
5,1,609,179,0.166667
6,1,609,178,0.2
7,1,610,178,0.233333
8,1,610,177,0.266667
9,1,611,177,0.3
10,1,610,177,0.333333
11,1,609,177,0.366667
12,1,609,179,0.4
13,1,609,180,0.433333
14,1,608,182,0.466667
15,1,609,178,0.5
16,1,609,178,0.533333
17,1,609,178,0.566667
18,1,634,208,0.6
19,1,644,223,0.633333
20,1,645,243,0.666667
21,1,654,247,0.7
22,1,639,251,0.733333
23,1,642,260,0.766667
24,1,656,267,0.8
25,1,664,274,0.833333
26,1,674,280,0.866667
27,1,683,287,0.9
28,1,690,293,0.933333
29,1,695,301,0.966667
30,1,701,310,1.0
31,1,703,311,1.033333
32,1,708,320,1.066667
33,1,713,330,1.1
34,1,718,341,1.133333
35,1,723,356,1.166667
36,1,728,368,1.2
37,1,728,370,1.233333
38,1,733,382,1.266667
39,1,737,395,1.3
40,1,744,400,1.333333
41,1,743,379,1.366667
42,1,746,343,1.4
43,1,746,344,1.433333
44,1,750,301,1.466667
45,1,755,268,1.5
46,1,758,240,1.533333
47,1,760,217,1.566667
48,1,763,201,1.6
49,1,763,201,1.633333
50,1,766,185,1.666667
51,1,768,173,1.7
52,1,770,162,1.733333
53,1,771,153,1.766667
54,1,773,148,1.8
55,1,775,145,1.833333
56,1,775,141,1.866667
57,1,778,137,1.9
58,1,780,136,1.933333
59,1,783,136,1.966667
60,1,783,136,2.0
61,1,786,136,2.033333
62,1,786,136,2.066667
63,1,788,141,2.1
64,1,791,142,2.133333
65,1,791,148,2.166667
66,1,793,153,2.2
67,1,795,155,2.233333
68,1,795,161,2.266667
69,1,798,168,2.3
70,1,800,176,2.333333
71,1,800,185,2.366667
72,1,803,195,2.4
73,1,803,195,2.433333
74,1,783,203,2.466667
75,1,753,206,2.5
76,1,725,208,2.533333
77,1,703,211,2.566667
78,1,685,216,2.6
79,1,683,216,2.633333
80,1,663,220,2.666667
81,1,646,227,2.7
82,1,630,236,2.733333
83,1,615,240,2.766667
84,1,603,249,2.8
85,1,603,251,2.833333
86,1,591,261,2.866667
87,1,576,270,2.9
88,1,565,281,2.933333
89,1,553,291,2.966667
90,1,545,303,3.0
91,1,545,303,3.033333
92,1,532,316,3.066667
93,1,523,330,3.1
94,1,513,346,3.133333
95,1,502,361,3.166667
96,1,495,377,3.2
97,1,495,377,3.233333
98,1,486,393,3.266667
99,1,478,410,3.3
100,1,470,431,3.333333
101,1,463,448,3.366667
102,1,462,456,3.4
103,1,494,389,3.433333
104,1,531,325,3.466667
105,1,558,281,3.5
106,1,581,242,3.533333
107,1,600,211,3.566667
108,1,618,185,3.6
109,1,620,185,3.633333
110,1,632,165,3.666667
111,1,648,147,3.7
112,1,660,132,3.733333
113,1,673,121,3.766667
114,1,683,111,3.8
115,1,685,108,3.833333
116,1,693,100,3.866667
117,1,703,92,3.9
118,1,710,88,3.933333
119,1,720,86,3.966667
120,1,726,82,4.0
121,1,728,82,4.033333
122,1,735,82,4.066667
123,1,743,83,4.1
124,1,750,85,4.133333
125,1,750,86,4.166667
126,1,756,86,4.2
127,1,765,91,4.233333
128,1,770,96,4.266667
129,1,776,101,4.3
130,1,781,109,4.333333
131,1,783,109,4.366667
132,1,756,88,4.4
