Frame,Visibility,X,Y,Time
0,1,924,546,0.0
1,1,922,522,0.04
2,1,928,500,0.08
3,1,930,481,0.12
4,1,930,459,0.16
5,1,938,435,0.2
6,1,945,426,0.24
7,1,953,415,0.28
8,1,960,406,0.32
9,1,960,398,0.36
10,1,965,393,0.4
11,1,968,390,0.44
12,1,973,390,0.48
13,1,975,390,0.52
14,1,975,391,0.56
15,1,980,395,0.6
16,1,984,400,0.64
17,1,988,406,0.68
18,1,1003,395,0.72
19,1,1006,387,0.76
20,1,1016,378,0.8
21,1,1018,370,0.84
22,1,1022,368,0.88
23,1,1034,363,0.92
24,1,1032,364,0.96
25,1,1034,370,1.0
26,1,1035,372,1.04
27,1,1042,378,1.08
28,1,1043,386,1.12
29,1,1043,395,1.16
30,1,1043,406,1.2
31,1,1043,418,1.24
32,1,1043,433,1.28
33,1,1043,450,1.32
34,1,1048,465,1.36
35,1,1048,485,1.4
36,1,1048,504,1.44
37,1,1048,525,1.48
38,1,1050,548,1.52
39,1,1052,517,1.56
40,1,1065,428,1.6
41,1,1073,363,1.64
42,1,1078,312,1.68
43,1,1080,264,1.72
44,1,1088,230,1.76
45,1,1090,200,1.8
46,1,1095,169,1.84
47,1,1095,150,1.88
48,1,1100,129,1.92
49,1,1103,114,1.96
50,1,1103,99,2.0
51,1,1108,87,2.04
52,1,1110,80,2.08
53,1,1110,75,2.12
54,1,1110,69,2.16
55,1,1112,66,2.2
56,1,1115,65,2.24
57,1,1117,65,2.28
58,1,1119,66,2.32
59,1,1119,69,2.36
60,1,1120,75,2.4
61,1,1123,80,2.44
62,1,1126,87,2.48
63,1,1126,99,2.52
64,1,1126,106,2.56
65,1,1126,118,2.6
66,1,1127,129,2.64
67,1,1130,144,2.68
68,1,1130,158,2.72
69,1,1130,174,2.76
70,1,1130,189,2.8
71,1,1133,204,2.84
72,1,1132,218,2.88
73,1,1133,234,2.92
74,1,1142,251,2.96
75,1,1153,256,3.0
76,1,1160,264,3.04
77,1,1168,271,3.08
78,1,1175,278,3.12
79,1,1181,288,3.16
80,1,1185,300,3.2
81,1,1190,312,3.24
82,1,1193,328,3.28
83,1,1198,342,3.32
84,1,1200,358,3.36
85,1,1200,375,3.4
86,1,1206,391,3.44
87,1,1209,413,3.48
88,1,1209,433,3.52
89,1,1213,455,3.56
90,1,1213,483,3.6
91,1,1213,504,3.64
92,1,1213,528,3.68
93,1,1211,543,3.72
94,1,1211,511,3.76
95,1,1205,480,3.8
96,1,1200,459,3.84
97,1,1193,442,3.88
98,1,1185,428,3.92
99,1,1185,413,3.96
100,1,1185,406,4.0
101,1,1183,398,4.04
102,1,1181,393,4.08
103,1,1179,389,4.12
104,1,1179,389,4.16
105,1,1179,389,4.2
106,1,1177,391,4.24
107,1,1175,398,4.28
108,1,1172,405,4.32
109,1,1170,410,4.36
110,1,1170,421,4.4
111,1,1168,431,4.44
112,1,1163,444,4.48
113,1,1163,455,4.52
114,1,1163,470,4.56
115,1,1168,465,4.6
116,1,1177,442,4.64
117,1,1179,428,4.68
118,1,1188,418,4.72
119,1,1193,406,4.76
120,1,1193,395,4.8
121,1,1193,386,4.84
122,1,1198,379,4.88
123,1,1205,375,4.92
124,1,1209,374,4.96
125,1,1209,374,5.0
126,1,1211,375,5.04
127,1,1213,379,5.08
128,1,1215,384,5.12
129,1,1215,391,5.16
130,1,1215,398,5.2
131,1,1220,406,5.24
132,1,1220,420,5.28
133,1,1215,428,5.32
134,1,1215,444,5.36
135,1,1215,459,5.4
136,1,1217,478,5.44
137,1,1217,497,5.48
138,1,1203,472,5.52
139,1,1155,390,5.56
140,1,1119,324,5.6
141,1,1088,267,5.64
142,1,1058,218,5.68
143,1,1035,181,5.72
144,1,1013,144,5.76
145,1,995,115,5.8
146,1,975,91,5.84
147,1,960,69,5.88
148,1,943,50,5.92
149,1,930,33,5.96
150,1,915,18,6.0
151,0,0,0,6.04
152,0,0,0,6.08
153,0,0,0,6.12
154,0,0,0,6.16
155,0,0,0,6.2
156,0,0,0,6.24
157,0,0,0,6.28
158,0,0,0,6.32
159,0,0,0,6.36
160,0,0,0,6.4
161,1,806,5,6.44
162,1,798,10,6.48
163,1,791,20,6.52
164,1,784,31,6.56
165,1,780,43,6.6
166,1,773,54,6.64
167,1,769,69,6.68
168,1,766,84,6.72
169,1,758,99,6.76
170,1,755,118,6.8
171,1,750,133,6.84
172,1,750,148,6.88
173,1,743,169,6.92
174,1,743,189,6.96
175,1,740,204,7.0
176,1,735,226,7.04
177,1,735,247,7.08
178,1,729,264,7.12
179,1,720,283,7.16
180,1,713,293,7.2
181,1,705,309,7.24
182,1,701,324,7.28
183,1,695,339,7.32
184,1,690,354,7.36
185,1,683,369,7.4
186,1,680,384,7.44
187,1,675,403,7.48
188,1,669,421,7.52
189,1,664,444,7.56
190,1,660,465,7.6
191,1,658,481,7.64
192,1,660,449,7.68
193,1,669,424,7.72
194,1,683,406,7.76
195,1,683,391,7.8
196,1,683,384,7.84
197,1,683,375,7.88
198,1,686,369,7.92
199,1,690,369,7.96
200,1,690,369,8.0
201,1,690,369,8.04
202,1,690,369,8.08
203,1,695,374,8.12
204,1,695,379,8.16
205,1,698,387,8.2
206,1,698,393,8.24
207,1,698,403,8.28
208,1,701,411,8.32
209,1,701,423,8.36
210,1,705,428,8.4
211,1,701,403,8.44
212,1,698,373,8.48
213,1,698,354,8.52
214,1,695,339,8.56
215,1,690,324,8.6
216,1,690,312,8.64
217,1,690,302,8.68
218,1,688,298,8.72
219,1,683,293,8.76
220,1,683,290,8.8
221,1,683,290,8.84
222,1,680,293,8.88
223,1,678,298,8.92
224,1,675,300,8.96
225,1,675,311,9.0
226,1,675,322,9.04
227,1,672,335,9.08
228,1,672,350,9.12
229,1,669,365,9.16
230,1,669,384,9.2
231,1,667,403,9.24
232,1,664,428,9.28
233,1,660,450,9.32
234,1,660,478,9.36
235,1,729,439,9.4
236,1,775,400,9.44
237,1,808,374,9.48
238,1,845,356,9.52
239,1,872,342,9.56
240,1,899,333,9.6
241,1,909,322,9.64
242,1,926,318,9.68
243,1,949,314,9.72
244,1,960,315,9.76
245,1,970,315,9.8
246,1,982,317,9.84
247,1,990,324,9.88
248,1,999,328,9.92
249,1,1010,335,9.96
250,1,1018,342,10.0
251,1,1020,354,10.04
252,1,1028,361,10.08
253,1,1035,373,10.12
254,1,1042,384,10.16
255,1,1022,387,10.2
256,1,995,383,10.24
257,1,967,374,10.28
258,1,945,369,10.32
259,1,930,365,10.36
260,1,915,361,10.4
261,1,901,361,10.44
262,1,885,365,10.48
263,1,870,373,10.52
264,1,855,379,10.56
265,1,840,391,10.6
266,1,825,398,10.64
267,1,810,410,10.68
