Frame,Visibility,X,Y,Time
0,1,975,390,0.0
1,1,973,387,0.04
2,1,968,384,0.08
3,1,960,379,0.12
4,1,957,373,0.16
5,1,951,369,0.2
6,1,945,373,0.24
7,1,942,375,0.28
8,1,934,375,0.32
9,1,931,384,0.36
10,1,927,390,0.4
11,1,923,399,0.44
12,1,915,410,0.48
13,1,912,421,0.52
14,1,908,435,0.56
15,1,905,450,0.6
16,1,901,465,0.64
17,1,893,485,0.68
18,1,890,504,0.72
19,1,900,520,0.76
20,1,903,539,0.8
21,1,907,530,0.84
22,1,917,455,0.88
23,1,933,376,0.92
24,1,949,311,0.96
25,1,960,264,1.0
26,1,975,226,1.04
27,1,985,194,1.08
28,1,995,169,1.12
29,1,1003,148,1.16
30,1,1010,129,1.2
31,1,1018,114,1.24
32,1,1025,101,1.28
33,1,1028,91,1.32
34,1,1035,84,1.36
35,1,1043,75,1.4
36,1,1048,75,1.44
37,1,1050,72,1.48
38,1,1058,72,1.52
39,1,1063,72,1.56
40,1,1065,75,1.6
41,1,1070,80,1.64
42,1,1073,84,1.68
43,1,1080,91,1.72
44,1,1085,99,1.76
45,1,1088,109,1.8
46,1,1093,121,1.84
47,1,1095,133,1.88
48,1,1095,144,1.92
49,1,1102,158,1.96
50,1,1103,174,2.0
51,1,1102,189,2.04
52,1,1080,195,2.08
53,1,1065,205,2.12
54,1,1050,215,2.16
55,1,1040,223,2.2
56,1,1028,234,2.24
57,1,1018,244,2.28
58,1,1006,256,2.32
59,1,999,271,2.36
60,1,990,286,2.4
61,1,980,300,2.44
62,1,973,320,2.48
63,1,965,339,2.52
64,1,956,358,2.56
65,1,945,375,2.6
66,1,943,398,2.64
67,1,933,421,2.68
68,1,928,444,2.72
69,1,919,470,2.76
70,1,913,496,2.8
71,1,905,522,2.84
72,1,901,548,2.88
73,1,923,457,2.92
74,1,942,379,2.96
75,1,960,317,3.0
76,1,973,271,3.04
77,1,984,234,3.08
78,1,994,201,3.12
79,1,1006,174,3.16
80,1,1013,150,3.2
81,1,1020,133,3.24
82,1,1028,118,3.28
83,1,1035,105,3.32
84,1,1040,94,3.36
85,1,1043,87,3.4
86,1,1050,84,3.44
87,1,1055,75,3.48
88,1,1061,75,3.52
89,1,1065,75,3.56
90,1,1070,78,3.6
91,1,1073,82,3.64
92,1,1078,86,3.68
93,1,1080,91,3.72
94,1,1088,99,3.76
95,1,1088,106,3.8
96,1,1095,118,3.84
97,1,1095,129,3.88
98,1,1100,139,3.92
99,1,1103,150,3.96
100,1,1059,210,4.0
101,1,999,270,4.04
102,1,954,320,4.08
103,1,915,361,4.12
104,1,885,395,4.16
105,1,855,433,4.2
106,1,825,465,4.24
107,1,804,499,4.28
108,1,778,534,4.32
109,1,757,568,4.36
110,1,735,600,4.4
111,1,713,635,4.44
112,1,695,669,4.48
113,1,683,691,4.52
114,1,683,620,4.56
115,1,675,568,4.6
116,1,688,530,4.64
117,1,695,497,4.68
118,1,703,470,4.72
119,1,705,447,4.76
120,1,710,428,4.8
121,1,713,413,4.84
122,1,717,398,4.88
123,1,720,389,4.92
124,1,723,379,4.96
125,1,727,375,5.0
126,1,729,373,5.04
127,1,735,371,5.08
128,1,735,371,5.12
129,1,740,373,5.16
130,1,743,375,5.2
131,1,748,379,5.24
132,1,750,387,5.28
133,1,755,395,5.32
134,1,758,403,5.36
