Frame,Visibility,X,Y,Time
0,1,632,371,0.0
1,1,640,346,0.033333
2,1,650,328,0.066667
3,1,655,312,0.1
4,1,663,299,0.133333
5,1,663,298,0.166667
6,1,668,288,0.2
7,1,673,280,0.233333
8,1,678,273,0.266667
9,1,683,268,0.3
10,1,686,265,0.333333
11,1,688,262,0.366667
12,1,693,261,0.4
13,1,695,261,0.433333
14,1,700,261,0.466667
15,1,703,262,0.5
16,1,705,265,0.533333
17,1,708,265,0.566667
18,1,711,270,0.6
19,1,720,266,0.633333
20,1,726,261,0.666667
21,1,730,255,0.7
22,1,735,251,0.733333
23,1,736,251,0.766667
24,1,745,248,0.8
25,1,750,246,0.833333
26,1,753,246,0.866667
27,1,758,248,0.9
28,1,760,251,0.933333
29,1,760,251,0.966667
30,1,766,253,1.0
31,1,768,256,1.033333
32,1,770,262,1.066667
33,1,775,270,1.1
34,1,775,280,1.133333
35,1,775,281,1.166667
36,1,778,288,1.2
37,1,780,301,1.233333
38,1,783,313,1.266667
39,1,786,325,1.3
40,1,788,341,1.333333
41,1,788,341,1.366667
42,1,791,355,1.4
43,1,793,371,1.433333
44,1,795,386,1.466667
45,1,795,324,1.5
46,1,791,240,1.533333
47,1,790,242,1.566667
48,1,786,175,1.6
49,1,786,121,1.633333
50,1,785,76,1.666667
51,1,781,41,1.7
52,1,781,10,1.733333
53,1,781,8,1.766667
54,0,0,0,1.8
55,0,0,0,1.833333
56,0,0,0,1.866667
57,0,0,0,1.9
58,0,0,0,1.933333
59,0,0,0,1.966667
60,0,0,0,2.0
61,0,0,0,2.033333
62,0,0,0,2.066667
63,0,0,0,2.1
64,0,0,0,2.133333
65,0,0,0,2.166667
66,0,0,0,2.2
67,0,0,0,2.233333
68,0,0,0,2.266667
69,0,0,0,2.3
70,0,0,0,2.333333
71,0,0,0,2.366667
72,0,0,0,2.4
73,0,0,0,2.433333
74,0,0,0,2.466667
75,0,0,0,2.5
76,0,0,0,2.533333
77,0,0,0,2.566667
78,0,0,0,2.6
79,0,0,0,2.633333
80,0,0,0,2.666667
81,0,0,0,2.7
82,0,0,0,2.733333
83,0,0,0,2.766667
84,0,0,0,2.8
85,0,0,0,2.833333
86,0,0,0,2.866667
87,0,0,0,2.9
88,0,0,0,2.933333
89,0,0,0,2.966667
90,0,0,0,3.0
91,1,766,5,3.033333
92,1,766,18,3.066667
93,1,766,35,3.1
94,1,766,51,3.133333
95,1,766,51,3.166667
96,1,766,67,3.2
97,1,766,84,3.233333
98,1,766,100,3.266667
99,1,773,151,3.3
100,1,785,212,3.333333
101,1,796,265,3.366667
102,1,810,296,3.4
103,1,816,327,3.433333
104,1,816,328,3.466667
105,1,815,330,3.5
106,1,818,336,3.533333
107,1,818,336,3.566667
108,1,818,343,3.6
109,1,820,352,3.633333
110,1,820,361,3.666667
111,1,820,371,3.7
112,1,823,383,3.733333
113,1,823,383,3.766667
114,1,823,396,3.8
115,1,825,407,3.833333
116,1,825,422,3.866667
117,1,825,435,3.9
118,1,825,436,3.933333
119,1,823,435,3.966667
120,1,823,435,4.0
121,1,822,435,4.033333
122,1,823,435,4.066667
123,1,821,435,4.1
124,1,822,435,4.133333
125,1,820,435,4.166667
126,1,820,436,4.2
127,1,820,439,4.233333
128,1,818,441,4.266667
129,1,821,435,4.3
