Frame,Visibility,X,Y,Time
0,1,904,444,0.0
1,1,908,435,0.033333
2,1,908,425,0.066667
3,1,908,423,0.1
4,1,912,420,0.133333
5,1,912,421,0.166667
6,1,915,424,0.2
7,1,915,424,0.233333
8,1,915,428,0.266667
9,1,916,428,0.3
10,1,919,435,0.333333
11,1,919,444,0.366667
12,1,922,452,0.4
13,1,924,465,0.433333
14,1,923,480,0.466667
15,1,923,481,0.5
16,1,923,493,0.533333
17,1,923,511,0.566667
18,1,928,525,0.6
19,1,928,548,0.633333
20,1,928,568,0.666667
21,1,928,566,0.7
22,1,913,555,0.733333
23,1,893,491,0.766667
24,1,870,439,0.8
25,1,855,406,0.833333
26,1,840,375,0.866667
27,1,840,375,0.9
28,1,825,354,0.933333
29,1,815,333,0.966667
30,1,804,315,1.0
31,1,795,304,1.033333
32,1,788,296,1.066667
33,1,788,293,1.1
34,1,780,286,1.133333
35,1,773,283,1.166667
36,1,769,278,1.2
37,1,762,278,1.233333
38,1,758,278,1.266667
39,1,758,280,1.3
40,1,788,283,1.333333
41,1,823,273,1.366667
42,1,848,271,1.4
43,1,873,271,1.433333
44,1,893,275,1.466667
45,1,896,275,1.5
46,1,915,278,1.533333
47,1,930,283,1.566667
48,1,945,290,1.6
49,1,960,298,1.633333
50,1,975,309,1.666667
51,1,975,309,1.7
52,1,990,320,1.733333
53,1,1003,333,1.766667
54,1,1013,350,1.8
55,1,1025,365,1.833333
56,1,1035,384,1.866667
57,1,1035,384,1.9
58,1,1048,403,1.933333
59,1,1055,421,1.966667
60,1,1065,444,2.0
61,1,1073,470,2.033333
62,1,1080,495,2.066667
63,1,1080,495,2.1
64,1,1088,522,2.133333
65,1,1095,548,2.166667
66,1,1103,579,2.2
67,1,1110,609,2.233333
68,1,1115,638,2.266667
69,1,1115,635,2.3
70,1,1126,609,2.333333
71,1,1130,568,2.366667
72,1,1135,534,2.4
73,1,1141,511,2.433333
74,1,1144,493,2.466667
75,1,1144,493,2.5
76,1,1149,478,2.533333
77,1,1153,465,2.566667
78,1,1155,459,2.6
79,1,1160,450,2.633333
80,1,1163,447,2.666667
81,1,1163,447,2.7
82,1,1168,447,2.733333
83,1,1170,447,2.766667
84,1,1170,450,2.8
85,1,1175,455,2.833333
86,1,1179,459,2.866667
87,1,1179,460,2.9
88,1,1179,470,2.933333
89,1,1181,480,2.966667
90,1,1185,488,3.0
91,1,1185,499,3.033333
92,1,1190,511,3.066667
93,1,1190,511,3.1
94,1,1175,513,3.133333
95,1,1130,493,3.166667
96,1,1103,483,3.2
97,1,1078,468,3.233333
98,1,1050,459,3.266667
99,1,1050,459,3.3
100,1,1020,450,3.333333
101,1,995,444,3.366667
102,1,969,444,3.4
103,1,945,442,3.433333
104,1,923,444,3.466667
105,1,922,444,3.5
106,1,897,447,3.533333
107,1,881,450,3.566667
108,1,855,459,3.6
109,1,838,465,3.633333
110,1,821,474,3.666667
111,1,818,476,3.7
112,1,799,488,3.733333
113,1,780,504,3.766667
114,1,766,519,3.8
115,1,750,534,3.833333
116,1,735,548,3.866667
117,1,735,548,3.9
118,1,720,570,3.933333
119,1,705,590,3.966667
120,1,695,611,4.0
121,1,683,631,4.033333
122,1,672,653,4.066667
123,1,672,653,4.1
124,1,712,617,4.133333
125,1,750,585,4.166667
126,1,780,555,4.2
127,1,810,530,4.233333
128,1,838,511,4.266667
129,1,840,511,4.3
130,1,868,495,4.333333
131,1,896,480,4.366667
132,1,919,468,4.4
133,1,943,459,4.433333
134,1,967,450,4.466667
135,1,969,450,4.5
136,1,985,447,4.533333
137,1,1006,444,4.566667
138,1,1028,444,4.6
139,1,1048,444,4.633333
140,1,1065,447,4.666667
141,1,1065,447,4.7
142,1,1085,451,4.733333
143,1,1100,459,4.766667
144,1,1118,465,4.8
145,1,1132,480,4.833333
146,1,1148,488,4.866667
147,1,1148,489,4.9
148,1,1163,504,4.933333
149,1,1177,519,4.966667
150,1,1190,533,5.0
151,1,1200,550,5.033333
152,1,1215,568,5.066667
153,1,1148,488,5.1
