Frame,Visibility,X,Y,Time
0,1,601,203,0.0
1,1,606,194,0.033333
2,1,608,188,0.066667
3,1,609,184,0.1
4,1,609,181,0.133333
5,1,677,266,0.166667
6,1,679,279,0.2
7,1,669,290,0.233333
8,1,676,278,0.266667
9,1,660,280,0.3
10,1,667,286,0.333333
11,1,673,288,0.366667
12,1,676,288,0.4
13,1,678,290,0.433333
14,1,683,296,0.466667
15,1,685,301,0.5
16,1,685,306,0.533333
17,1,685,306,0.566667
18,1,688,313,0.6
19,1,688,322,0.633333
20,1,691,333,0.666667
21,1,691,346,0.7
22,1,691,356,0.733333
23,1,691,357,0.766667
24,1,691,371,0.8
25,1,700,365,0.833333
26,1,711,346,0.866667
27,1,721,330,0.9
28,1,730,320,0.933333
29,1,730,317,0.966667
30,1,741,306,1.0
31,1,746,298,1.033333
32,1,753,293,1.066667
33,1,758,291,1.1
34,1,763,287,1.133333
35,1,766,285,1.166667
36,1,770,285,1.2
37,1,775,285,1.233333
38,1,780,285,1.266667
39,1,786,291,1.3
40,1,791,293,1.333333
41,1,791,293,1.366667
42,1,795,298,1.4
43,1,800,303,1.433333
44,1,805,310,1.466667
45,1,808,320,1.5
46,1,813,328,1.533333
47,1,813,328,1.566667
48,1,815,338,1.6
49,1,818,346,1.633333
50,1,791,320,1.666667
51,1,762,289,1.7
52,1,736,262,1.733333
53,1,735,262,1.766667
54,1,715,243,1.8
55,1,698,230,1.833333
56,1,680,217,1.866667
57,1,663,208,1.9
58,1,650,201,1.933333
59,1,650,201,1.966667
60,1,635,195,2.0
61,1,621,191,2.033333
62,1,607,188,2.066667
63,1,595,188,2.1
64,1,585,188,2.133333
65,1,582,188,2.166667
66,1,570,191,2.2
67,1,558,195,2.233333
68,1,545,201,2.266667
69,1,536,206,2.3
70,1,525,212,2.333333
71,1,525,212,2.366667
72,1,515,223,2.4
73,1,502,232,2.433333
74,1,493,246,2.466667
75,1,482,261,2.5
76,1,475,272,2.533333
77,1,472,272,2.566667
78,1,463,291,2.6
79,1,455,306,2.633333
80,1,448,322,2.666667
81,1,438,341,2.7
82,1,430,362,2.733333
83,1,430,361,2.766667
84,1,423,381,2.8
85,1,428,292,2.833333
86,1,437,217,2.866667
87,1,446,156,2.9
88,1,450,112,2.933333
89,1,450,111,2.966667
90,1,452,78,3.0
91,1,457,52,3.033333
92,1,460,31,3.066667
93,1,463,16,3.1
94,1,465,6,3.133333
95,1,465,5,3.166667
96,0,0,0,3.2
97,0,0,0,3.233333
98,0,0,0,3.266667
99,0,0,0,3.3
100,0,0,0,3.333333
101,0,0,0,3.366667
102,0,0,0,3.4
103,0,0,0,3.433333
104,0,0,0,3.466667
105,0,0,0,3.5
106,0,0,0,3.533333
107,0,0,0,3.566667
108,0,0,0,3.6
109,0,0,0,3.633333
110,0,0,0,3.666667
111,1,500,5,3.7
112,1,502,8,3.733333
113,1,502,8,3.766667
114,1,505,18,3.8
115,1,505,28,3.833333
116,1,510,38,3.866667
117,1,510,51,3.9
118,1,515,62,3.933333
119,1,515,63,3.966667
120,1,515,76,4.0
121,1,518,88,4.033333
122,1,520,100,4.066667
123,1,523,116,4.1
124,1,582,155,4.133333
125,1,600,166,4.166667
126,1,618,181,4.2
127,1,650,206,4.233333
128,1,675,225,4.266667
129,1,701,246,4.3
130,1,721,262,4.333333
131,1,721,262,4.366667
132,1,741,283,4.4
133,1,758,301,4.433333
134,1,775,317,4.466667
135,1,791,336,4.5
136,1,803,352,4.533333
137,1,803,352,4.566667
138,1,818,373,4.6
139,1,831,390,4.633333
140,1,840,410,4.666667
141,1,853,431,4.7
142,1,863,451,4.733333
143,1,863,451,4.766667
144,1,873,470,4.8
145,1,880,490,4.833333
146,1,891,504,4.866667
147,1,895,515,4.9
148,1,900,515,4.933333
149,1,900,513,4.966667
150,1,905,510,5.0
151,1,911,509,5.033333
152,1,916,512,5.066667
153,1,921,515,5.1
154,1,900,512,5.133333
