Frame,Visibility,X,Y,Time
0,1,1770,161,0.0
1,1,1772,162,0.04
2,1,1438,223,0.08
3,1,1310,250,0.12
4,1,1201,248,0.16
5,1,1098,262,0.2
6,1,1355,25,0.24
7,1,1494,59,0.28
8,1,1544,124,0.32
9,1,1504,56,0.36
10,1,1559,59,0.4
11,1,1624,71,0.44
12,1,1656,113,0.48
13,1,1676,112,0.52
14,1,1703,120,0.56
15,1,1775,161,0.6
16,1,1771,163,0.64
17,1,1773,164,0.68
18,1,1731,164,0.72
19,1,1729,152,0.76
20,1,1719,165,0.8
21,1,1717,177,0.84
22,1,1771,166,0.88
23,1,1771,166,0.92
24,1,1775,166,0.96
25,1,1778,168,1.0
26,1,1785,166,1.04
27,1,1794,166,1.08
28,1,1805,166,1.12
29,1,1816,169,1.16
30,1,1832,169,1.2
31,1,1850,169,1.24
32,1,1868,174,1.28
33,1,1888,174,1.32
34,1,1905,174,1.36
35,0,0,0,1.4
36,0,0,0,1.44
37,1,1243,6,1.48
38,1,1262,6,1.52
39,0,0,0,1.56
40,0,0,0,1.6
41,1,784,267,1.64
42,1,773,278,1.68
43,1,758,293,1.72
44,1,748,309,1.76
45,1,735,324,1.8
46,1,720,348,1.84
47,1,710,369,1.88
48,1,698,395,1.92
49,1,688,421,1.96
50,1,680,439,2.0
51,1,664,474,2.04
52,1,653,504,2.08
53,1,648,532,2.12
54,1,643,570,2.16
55,1,641,535,2.2
56,1,660,476,2.24
57,1,671,449,2.28
58,1,683,424,2.32
59,1,690,403,2.36
60,1,695,387,2.4
61,1,701,378,2.44
62,1,705,371,2.48
63,1,710,369,2.52
64,1,713,365,2.56
65,1,717,365,2.6
66,1,720,369,2.64
67,1,723,371,2.68
68,1,724,375,2.72
69,1,729,384,2.76
70,1,733,391,2.8
71,1,733,400,2.84
72,1,735,413,2.88
73,1,735,423,2.92
74,1,765,421,2.96
75,1,802,408,3.0
76,1,835,400,3.04
77,1,868,393,3.08
78,1,888,391,3.12
79,1,909,388,3.16
80,1,930,387,3.2
81,1,954,387,3.24
82,1,975,391,3.28
83,1,995,398,3.32
84,1,1018,406,3.36
85,1,1035,413,3.4
86,1,1055,424,3.44
87,1,1073,435,3.48
88,1,1088,447,3.52
89,1,1100,455,3.56
90,1,1105,462,3.6
91,1,1115,473,3.64
92,1,1122,485,3.68
93,1,1130,496,3.72
94,1,1138,510,3.76
95,1,1145,525,3.8
96,1,1150,538,3.84
97,0,0,0,3.88
98,0,0,0,3.92
99,0,0,0,3.96
100,0,0,0,4.0
101,0,0,0,4.04
102,0,0,0,4.08
103,0,0,0,4.12
104,0,0,0,4.16
