Frame,Visibility,X,Y,Time
0,1,674,371,0.0
1,1,670,354,0.04
2,1,665,336,0.08
3,1,663,317,0.12
4,1,658,307,0.16
5,1,650,298,0.2
6,1,645,293,0.24
7,1,641,285,0.28
8,1,637,280,0.32
9,1,635,277,0.36
10,1,630,277,0.4
11,1,624,281,0.44
12,1,620,287,0.48
13,1,622,290,0.52
14,1,626,295,0.56
15,1,618,297,0.6
16,1,610,297,0.64
17,1,601,293,0.68
18,1,595,291,0.72
19,1,587,287,0.76
20,1,577,287,0.8
21,1,565,285,0.84
22,1,558,285,0.88
23,1,550,288,0.92
24,1,545,291,0.96
25,1,540,293,1.0
26,1,536,301,1.04
27,1,531,307,1.08
28,1,523,316,1.12
29,1,515,325,1.16
30,1,510,336,1.2
31,1,505,346,1.24
32,1,500,357,1.28
33,1,495,371,1.32
34,1,491,386,1.36
35,1,486,400,1.4
36,1,480,416,1.44
37,1,480,368,1.48
38,1,484,305,1.52
39,1,493,256,1.56
40,1,495,220,1.6
41,1,500,191,1.64
42,1,502,162,1.68
43,1,505,142,1.72
44,1,508,126,1.76
45,1,510,108,1.8
46,1,510,96,1.84
47,1,513,86,1.88
48,1,515,76,1.92
49,1,518,71,1.96
50,1,520,63,2.0
51,1,520,60,2.04
52,1,523,56,2.08
53,1,525,56,2.12
54,1,525,52,2.16
55,1,528,56,2.2
56,1,530,56,2.24
57,1,530,58,2.28
58,1,532,60,2.32
59,1,536,66,2.36
60,1,537,70,2.4
61,1,540,76,2.44
62,1,541,85,2.48
63,1,542,91,2.52
64,1,545,100,2.56
65,1,545,108,2.6
66,1,547,116,2.64
67,1,540,78,2.68
