Frame,Visibility,X,Y,Time
0,1,643,293,0.0
1,1,640,296,0.033333
2,1,640,301,0.066667
3,1,637,306,0.1
4,1,635,307,0.133333
5,1,635,315,0.166667
6,1,631,322,0.2
7,1,630,333,0.233333
8,1,625,342,0.266667
9,1,625,356,0.3
10,1,625,356,0.333333
11,1,620,368,0.366667
12,1,620,380,0.4
13,1,617,393,0.433333
14,1,615,410,0.466667
15,1,613,425,0.5
16,1,613,425,0.533333
17,1,623,370,0.566667
18,1,640,329,0.6
19,1,650,281,0.633333
20,1,660,246,0.666667
21,1,668,214,0.7
22,1,668,212,0.733333
23,1,675,188,0.766667
24,1,680,168,0.8
25,1,688,150,0.833333
26,1,693,136,0.866667
27,1,698,123,0.9
28,1,698,121,0.933333
29,1,703,111,0.966667
30,1,705,103,1.0
31,1,711,96,1.033333
32,1,715,91,1.066667
33,1,718,88,1.1
34,1,718,88,1.133333
35,1,721,86,1.166667
36,1,725,86,1.2
37,1,728,86,1.233333
38,1,730,86,1.266667
39,1,735,88,1.3
40,1,735,88,1.333333
41,1,738,91,1.366667
42,1,741,96,1.4
43,1,743,100,1.433333
44,1,746,108,1.466667
45,1,748,116,1.5
46,1,748,116,1.533333
47,1,750,123,1.566667
48,1,755,132,1.6
49,1,773,126,1.633333
50,1,791,121,1.666667
51,1,800,118,1.7
52,1,800,116,1.733333
53,1,811,116,1.766667
54,1,818,116,1.8
55,1,825,116,1.833333
56,1,831,118,1.866667
57,1,836,121,1.9
58,1,836,121,1.933333
59,1,840,126,1.966667
60,1,843,131,2.0
61,1,846,136,2.033333
62,1,851,145,2.066667
63,1,853,153,2.1
64,1,853,153,2.133333
65,1,855,161,2.166667
66,1,858,173,2.2
67,1,860,185,2.233333
68,1,860,198,2.266667
69,1,863,211,2.3
70,1,863,211,2.333333
71,1,863,226,2.366667
72,1,863,242,2.4
73,1,865,258,2.433333
74,1,865,275,2.466667
75,1,865,294,2.5
76,1,865,294,2.533333
77,1,865,312,2.566667
78,1,812,319,2.6
79,1,755,311,2.633333
80,1,718,303,2.666667
81,1,685,299,2.7
82,1,658,297,2.733333
83,1,630,296,2.766667
84,1,603,296,2.8
85,1,583,296,2.833333
86,1,565,296,2.866667
87,1,550,298,2.9
88,1,550,298,2.933333
89,1,536,301,2.966667
90,1,523,306,3.0
91,1,513,311,3.033333
92,1,502,316,3.066667
93,1,495,317,3.1
94,1,495,320,3.133333
95,1,485,326,3.166667
96,1,477,332,3.2
97,1,472,341,3.233333
98,1,465,350,3.266667
99,1,460,358,3.3
100,1,460,357,3.333333
101,1,457,361,3.366667
102,1,455,357,3.4
103,1,452,352,3.433333
104,1,450,349,3.466667
105,1,447,347,3.5
106,1,445,349,3.533333
107,1,445,349,3.566667
108,1,455,357,3.6
