x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
1138.8187255859375,315.2752990722656,1139.1663818359375,312.11297607421875,1137.0467529296875,311.2113037109375,1128.5196533203125,314.1711730957031,1130.73583984375,311.5433349609375,1114.208740234375,330.3222351074219,1116.80810546875,320.529296875,1106.0677490234375,334.3367919921875,1112.3768310546875,307.62225341796875,1119.9259033203125,309.796630859375,1118.3226318359375,281.266845703125,1082.17919921875,382.5230712890625,1087.7056884765625,378.8376159667969,1071.8709716796875,433.64013671875,1107.4676513671875,426.98052978515625,1068.2906494140625,470.58270263671875,1134.9171142578125,462.89306640625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145.153076171875,339.36224365234375,1148.57080078125,336.1778564453125,1140.453857421875,335.6470642089844,1151.0577392578125,339.51202392578125,1130.4234619140625,336.5264892578125,1150.170654296875,362.58990478515625,1117.396728515625,347.5877380371094,1170.429931640625,375.7707824707031,1083.366943359375,330.9765319824219,1198.450439453125,379.1871643066406,1085.828369140625,307.4620361328125,1114.904541015625,413.5289611816406,1092.9091796875,406.2950134277344,1118.00830078125,450.77734375,1076.599853515625,440.7776184082031,1120.951416015625,485.78692626953125,1060.275390625,471.4411926269531
1140.850341796875,350.73333740234375,1144.100830078125,348.42706298828125,1138.096435546875,347.72613525390625,1147.1494140625,352.47216796875,1132.406005859375,350.1131286621094,1151.5208740234375,374.43096923828125,1114.39599609375,360.71270751953125,1175.88134765625,385.4777526855469,1079.054443359375,344.30487060546875,1204.7857666015625,391.063232421875,1079.7652587890625,321.0608215332031,1104.806396484375,421.0556945800781,1079.1611328125,413.797607421875,1107.464599609375,455.550048828125,1064.468994140625,447.4648132324219,1105.349365234375,492.3607177734375,1044.765625,482.4758605957031
1138.17138671875,358.9385986328125,1142.434326171875,356.90203857421875,1136.09423828125,355.37518310546875,1147.960693359375,361.4341735839844,1132.00048828125,357.25103759765625,1152.764404296875,383.96270751953125,1115.2110595703125,368.80206298828125,1172.7777099609375,396.0257263183594,1083.8887939453125,357.6914978027344,1194.724365234375,398.04779052734375,1077.468505859375,346.63031005859375,1109.45166015625,428.37158203125,1083.7515869140625,419.9766540527344,1108.660888671875,456.8963623046875,1067.1806640625,446.6238098144531,1105.8494873046875,493.2535400390625,1050.457275390625,480.22467041015625
1137.16455078125,369.62066650390625,1139.7679443359375,367.1968688964844,1134.7987060546875,365.9959716796875,1140.823486328125,371.04254150390625,1128.5704345703125,368.00274658203125,1143.110107421875,391.1468505859375,1113.353271484375,381.9891357421875,1155.397705078125,409.76361083984375,1085.82177734375,389.2480773925781,1163.3641357421875,410.6148376464844,1081.2650146484375,391.1373596191406,1111.45458984375,425.1322021484375,1086.6202392578125,420.72967529296875,1125.3724365234375,457.393310546875,1057.435791015625,450.6763000488281,1132.7647705078125,498.7147521972656,1026.474365234375,490.15924072265625
1139.987548828125,374.8814392089844,1143.69677734375,372.4406433105469,1136.8148193359375,371.01495361328125,1145.7750244140625,376.6559143066406,1128.7193603515625,372.75775146484375,1143.8541259765625,398.4307861328125,1111.6861572265625,386.7838134765625,1151.53515625,417.285400390625,1082.052978515625,393.4939270019531,1161.2044677734375,424.73260498046875,1063.18994140625,401.9185791015625,1107.7371826171875,435.33154296875,1082.4896240234375,427.6683654785156,1120.601318359375,472.6612548828125,1053.25048828125,463.56591796875,1124.840087890625,511.50640869140625,1018.8790283203125,501.8343200683594
1137.61572265625,376.64093017578125,1139.556640625,374.3880615234375,1135.51953125,372.60546875,1136.1143798828125,377.72772216796875,1125.77685546875,373.457763671875,1133.393798828125,397.600341796875,1104.9854736328125,389.48419189453125,1139.736328125,421.09478759765625,1075.8834228515625,406.4306640625,1142.6097412109375,431.236083984375,1063.379638671875,425.8623046875,1104.6810302734375,434.979248046875,1081.0665283203125,431.41064453125,1122.620361328125,469.30499267578125,1054.970458984375,463.9743347167969,1127.9404296875,509.86004638671875,1025.0411376953125,503.9662170410156
1132.489990234375,371.93157958984375,1135.797607421875,369.369873046875,1130.1246337890625,367.7705078125,1138.288818359375,372.67230224609375,1122.118408203125,368.0975646972656,1136.51904296875,394.82232666015625,1103.5120849609375,385.5749816894531,1138.577392578125,417.94683837890625,1074.4468994140625,403.7484130859375,1145.960205078125,426.2326354980469,1058.3763427734375,427.4700622558594,1110.46142578125,432.92608642578125,1084.6451416015625,427.783935546875,1123.124267578125,468.04345703125,1052.937255859375,460.8167724609375,1127.063232421875,510.3324279785156,1021.5782470703125,502.14776611328125
1122.4014892578125,369.409912109375,1126.1953125,366.642333984375,1120.27783203125,365.1834716796875,1130.878173828125,369.53680419921875,1113.6761474609375,365.4079284667969,1129.403076171875,391.77630615234375,1098.0068359375,383.09320068359375,1126.3973388671875,419.6688232421875,1070.519287109375,402.60784912109375,1123.8450927734375,438.2244873046875,1058.5496826171875,428.98876953125,1106.9873046875,428.7832946777344,1081.81640625,424.2067565917969,1119.72119140625,463.9576721191406,1049.169189453125,458.3179931640625,1129.541748046875,506.70050048828125,1022.797119140625,501.6565246582031
1111.7154541015625,363.0024719238281,1116.927001953125,359.81011962890625,1109.4508056640625,358.4264831542969,1124.687255859375,362.61767578125,1104.630615234375,358.9849548339844,1125.15087890625,384.7138366699219,1089.285888671875,377.27294921875,1117.3741455078125,412.93115234375,1066.249267578125,401.9351806640625,1111.1094970703125,433.487060546875,1052.401611328125,434.8990173339844,1096.908935546875,424.4341735839844,1067.7437744140625,419.127685546875,1116.4261474609375,461.35986328125,1042.0535888671875,454.8483581542969,1127.65966796875,506.81298828125,1017.8721313476562,500.5828857421875
1100.5787353515625,354.5946044921875,1105.317626953125,351.76934814453125,1099.21826171875,349.9508972167969,1111.0250244140625,354.8048400878906,1094.917724609375,350.5289611816406,1114.1171875,376.28338623046875,1076.6358642578125,370.4111328125,1112.064453125,405.034912109375,1054.504150390625,398.6422119140625,1095.2401123046875,426.90655517578125,1042.5784912109375,434.07781982421875,1092.295166015625,424.1741638183594,1062.1337890625,420.08868408203125,1112.478759765625,460.83758544921875,1039.5943603515625,456.4429931640625,1128.4559326171875,507.3031311035156,1023.769775390625,502.8056640625
1093.987548828125,349.6246032714844,1097.9744873046875,346.5468444824219,1091.5321044921875,345.36590576171875,1102.572998046875,348.86724853515625,1084.54296875,346.33843994140625,1106.6947021484375,368.7275390625,1066.81005859375,366.3875427246094,1112.4521484375,394.85888671875,1045.5731201171875,393.20697021484375,1102.63623046875,411.0218811035156,1037.423828125,423.31744384765625,1088.279541015625,419.422119140625,1057.6142578125,418.88140869140625,1106.34716796875,457.4813232421875,1033.4443359375,457.0447082519531,1128.089111328125,503.946044921875,1026.9345703125,506.49774169921875
